"fight_id","winner","title_bout","weight_class","no_of_rounds","r_fighter","r_fighter_id","r_fighter_stance","r_fighter_age","b_fighter","b_fighter_id","b_fighter_stance","b_fighter_age","date","referee","referee_id","b_fighter_height","r_fighter_height","b_fighter_reach","r_fighter_reach","b_fighter_weight","r_fighter_weight","records_id","fight_id-2","b_current_lose_streak","b_current_win_streak","b_draw","b_longest_win_streak","b_losses","b_total_title_bouts","b_win_by_decision_majority","b_win_by_decision_split","b_win_by_decision_unanimous","b_win_by_ko_tko","b_win_by_submission","b_win_by_tko_doctor_stoppage","b_wins","b_total_rounds_fought","b_total_time_fought_seconds","r_current_lose_streak","r_current_win_streak","r_draw","r_longest_win_streak","r_losses","r_total_rounds_fought","r_total_time_fought_seconds","r_total_title_bouts","r_win_by_decision_majority","r_win_by_decision_split","r_win_by_decision_unanimous","r_win_by_ko_tko","r_win_by_submission","r_win_by_tko_doctor_stoppage","r_wins"
"FT2702","Blue","FALSE","Lightweight",3,"Al Iaquinta",951,"Orthodox",27,"Mitch Clarke",897,"Orthodox",28,"2014-05-24","Jason Herzog","r55",177.8,177.8,185.42,177.8,155,155,"record2702","FT2702",0,1,0,1,2,0,0,0,1,0,0,0,1,8,792,0,3,0,3,1,10,716.75,1,0,0,3,0,0,0,3
"FT2704","Red ","FALSE","Featherweight",3,"Sam Sicilia",955,"Orthodox",28,"Aaron Phillips",1234,"Southpaw",24,"2014-05-24","Jason Herzog","r55",175.26,172.72,177.8,170.18,135,145,"record2704","FT2704",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,1,0,0,1,3,10,489,0,0,0,0,2,0,0,2
"FT2695","Red ","FALSE","Light Heavyweight",3,"Daniel Cormier",1063,"Orthodox",35,"Dan Henderson",131,"Orthodox",43,"2014-05-24","Yves Lavigne","r20",180.34,180.34,187.96,182.88,185,235,"record2695","FT2695",0,1,0,4,5,3,0,2,3,2,0,0,7,34,855,0,3,0,3,0,7,626.3333333,0,0,0,2,1,0,0,3
"FT2701","Red ","FALSE","Bantamweight",3,"Chris Holdsworth",1136,NULL,26,"Chico Camus",986,"Orthodox",29,"2014-05-24","Mark Smith","r108",167.64,180.34,167.64,180.34,125,135,"record2701","FT2701",1,0,0,1,2,0,0,0,2,0,0,0,2,12,852.5,0,1,0,1,0,2,430,1,0,0,0,0,1,0,1
"FT2705","Blue","FALSE","Welterweight",3,"David Michaud",1233,"Orthodox",25,"Li Jingliang",1235,"Orthodox",26,"2014-05-24","Mark Smith","r108",182.88,175.26,180.34,182.88,170,155,"record2705","FT2705",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0
"FT2709","Red ","FALSE","Welterweight",3,"Demian Maia",515,"Southpaw",36,"Alexander Yakovlev",1244,"Southpaw",29,"2014-05-31","Herb Dean","r18",190.5,185.42,187.96,182.88,155,170,"record2709","FT2709",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,2,0,0,5,6,45,671.0555556,1,0,0,5,1,6,0,12
"FT2713","Blue","FALSE","Welterweight",3,"Paulo Thiago",630,"Orthodox",33,"Gasan Umalatov",1182,"Orthodox",31,"2014-05-31","Wernei Cardoso","r107",180.34,180.34,180.34,185.42,170,170,"record2713","FT2713",1,0,0,0,1,0,0,0,0,0,0,0,0,3,900,1,0,0,2,6,26,645,0,0,0,3,1,1,0,5
"FT2718","Blue","FALSE","Middleweight",5,"Mark Munoz",636,"Orthodox",36,"Gegard Mousasi",1039,"Orthodox",28,"2014-05-31","Marc Goddard","r37",187.96,182.88,193.04,182.88,185,185,"record2718","FT2718",1,0,0,1,1,0,0,0,1,0,0,0,1,8,1200,1,0,0,4,4,25,549.5,0,0,1,3,4,0,0,8
"FT2725","Red ","FALSE","Welterweight",3,"Peter Sobotta",648,"Southpaw",27,"Pawel Pawlak",1249,"Orthodox",25,"2014-05-31","Leon Roberts","r38",182.88,182.88,185.42,190.5,170,170,"record2725","FT2725",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,3,0,0,0,3,9,900,0,0,0,0,0,0,0,0
"FT2706","Red ","FALSE","Heavyweight",5,"Stipe Miocic",864,"Orthodox",31,"Fabio Maldonado",748,"Orthodox",34,"2014-05-31","Mario Yamasaki","r7",185.42,193.04,190.5,203.2,205,240,"record2706","FT2706",0,3,0,3,3,0,0,1,2,1,0,0,4,20,821.1428571,0,2,0,3,1,14,627.8333333,0,0,0,3,2,0,0,5
"FT2719","Blue","FALSE","Middleweight",3,"Francis Carmont",868,"Orthodox",32,"CB Dollaway",564,"Orthodox",30,"2014-05-31","Leon Roberts","r38",187.96,190.5,193.04,198.12,185,205,"record2719","FT2719",0,1,0,3,5,1,0,1,3,2,2,0,8,24,453.8461538,1,0,0,6,1,19,757.2857143,0,0,1,3,0,2,0,6
"FT2724","Blue","FALSE","Bantamweight",3,"Vaughan Lee",875,"Orthodox",31,"Iuri Alcantara",850,"Southpaw",33,"2014-05-31","Grant Waterman","r106",175.26,167.64,180.34,167.64,135,125,"record2724","FT2724",0,1,0,2,3,0,0,1,2,1,0,0,4,17,683.1428571,0,1,0,1,3,13,588.8333333,0,0,0,2,0,1,0,3
"FT2723","Red ","FALSE","Middleweight",3,"Magnus Cedenblad",933,"Orthodox",32,"Krzysztof Jotko",1154,"Southpaw",24,"2014-05-31","Wolf Menninger","r110",185.42,195.58,195.58,200.66,185,185,"record2723","FT2723",0,1,0,1,0,0,0,0,1,0,0,0,1,3,900,0,1,0,1,1,3,229.5,0,0,0,0,0,1,0,1
"FT2710","Blue","FALSE","Featherweight",3,"Rony Jason",971,"Orthodox",30,"Robert Peralta",855,"Orthodox",28,"2014-05-31","Mario Yamasaki","r7",172.72,170.18,180.34,177.8,145,145,"record2710","FT2710",0,1,0,1,2,0,0,0,1,2,0,0,3,13,629.8,0,1,0,3,1,8,331.4,1,0,0,1,2,1,0,4
"FT2711","Blue","FALSE","Lightweight",3,"Rodrigo Damm",973,"Orthodox",34,"Rashid Magomedov",1181,"Orthodox",29,"2014-05-31","Herb Dean","r18",175.26,170.18,177.8,180.34,155,155,"record2711","FT2711",0,1,0,1,0,0,0,0,1,0,0,0,1,3,900,0,2,0,2,1,10,708,0,0,1,1,0,1,0,3
"FT2726","Blue","FALSE","Featherweight",3,"Andy Ogle",988,"Orthodox",25,"Maximo Blanco",938,"Orthodox",30,"2014-05-31","Wolf Menninger","r110",172.72,172.72,180.34,175.26,145,145,"record2726","FT2726",2,0,0,1,3,0,0,0,1,0,0,0,1,10,681.25,2,0,0,1,3,12,865,0,0,0,1,0,0,0,1
"FT2720","Blue","FALSE","Middleweight",3,"Luke Barnatt",1052,"Orthodox",26,"Sean Strickland",1205,"Orthodox",23,"2014-05-31","Grant Waterman","r106",185.42,198.12,193.04,195.58,170,185,"record2720","FT2720",0,1,0,1,0,0,0,0,0,0,1,0,1,1,273,0,3,0,3,0,6,532,0,0,0,1,1,1,0,3
"FT2714","Red ","FALSE","Featherweight",3,"Kevin Souza",1109,"Orthodox",29,"Mark Eddiva",1199,"Orthodox",28,"2014-05-31","Herb Dean","r18",172.72,182.88,172.72,187.96,145,145,"record2714","FT2714",0,1,0,1,0,0,0,0,1,0,0,0,1,3,900,0,1,0,1,0,3,900,0,0,1,0,0,0,0,1
"FT2712","Red ","FALSE","Lightweight",3,"Elias Silverio",1111,"Orthodox",27,"Ernest Chavez",1188,"Orthodox",30,"2014-05-31","Osiris Maia","r109",172.72,180.34,177.8,185.42,145,155,"record2712","FT2712",0,1,0,1,0,0,0,1,0,0,0,0,1,3,900,0,2,0,2,0,6,900,0,0,0,2,0,0,0,2
"FT2721","Blue","FALSE","Featherweight",3,"Tom Niinimaki",1145,"Orthodox",31,"Niklas Backstrom",1248,"Orthodox",24,"2014-05-31","Leon Roberts","r38",185.42,175.26,187.96,175.26,145,145,"record2721","FT2721",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,1,0,1,0,3,900,0,0,1,0,0,0,0,1
"FT2717","Red ","FALSE","Bantamweight",3,"Pedro Munhoz",1190,"Orthodox",27,"Matt Hobar",1247,"Southpaw",27,"2014-05-31","Mario Yamasaki","r7",177.8,167.64,177.8,165.1,135,135,"record2717","FT2717",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,1,0,0,0,1,3,900,0,0,0,0,0,0,0,0
"FT2707","Blue","TRUE ","Heavyweight",3,"Vitor Miranda",1236,"Orthodox",35,"Antonio Carlos Junior",1242,"Orthodox",24,"2014-05-31","Herb Dean","r18",187.96,185.42,200.66,195.58,185,185,"record2707","FT2707",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0
"FT2708","Blue","TRUE ","Middleweight",3,"Marcio Alexandre Junior",1237,"Southpaw",25,"Warlley Alves",1243,"Orthodox",23,"2014-05-31","Mario Yamasaki","r7",180.34,182.88,182.88,190.5,170,185,"record2708","FT2708",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0
"FT2715","Red ","FALSE","Middleweight",3,"Ricardo Abreu",1238,"Orthodox",30,"Wagner Silva",1245,"Orthodox",27,"2014-05-31","Osiris Maia","r109",182.88,180.34,180.34,185.42,170,185,"record2715","FT2715",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0
"FT2716","Red ","FALSE","Heavyweight",3,"Marcos Rogerio de Lima",1239,"Orthodox",28,"Richardson Moreira",1246,"Orthodox",30,"2014-05-31","Wernei Cardoso","r107",187.96,185.42,182.88,190.5,185,253,"record2716","FT2716",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0
"FT2722","Red ","FALSE","Lightweight",3,"Nick Hein",1240,"Southpaw",30,"Drew Dober",1147,"Southpaw",25,"2014-05-31","Marc Goddard","r37",172.72,167.64,177.8,167.64,155,155,"record2722","FT2722",1,0,0,0,1,0,0,0,0,0,0,0,0,3,900,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0
"FT2727","Blue","FALSE","Heavyweight",3,"Viktor Pesta",1241,"Orthodox",23,"Ruslan Magomedov",1250,"Orthodox",27,"2014-05-31","Marc Goddard","r37",190.5,190.5,198.12,195.58,242,240,"record2727","FT2727",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0
"FT2732","Blue","FALSE","Lightweight",3,"Yves Edwards",238,"Southpaw",37,"Piotr Hallmann",1107,"Orthodox",26,"2014-06-07","Mario Yamasaki","r7",175.26,175.26,180.34,185.42,155,155,"record2732","FT2732",1,0,0,1,1,0,0,0,0,0,1,0,1,5,715,3,0,0,6,9,42,599.7368421,0,0,1,2,5,2,0,10
"FT2729","Red ","FALSE","Lightweight",3,"Diego Sanchez",315,"Southpaw",32,"Ross Pearson",651,"Orthodox",29,"2014-06-07","Kevin Mulhall","r26",172.72,177.8,175.26,182.88,155,170,"record2729","FT2729",1,0,0,3,4,1,0,0,4,2,0,1,7,27,665.8181818,2,0,0,6,7,55,788.85,2,0,2,6,5,0,0,13
"FT2731","Red ","FALSE","Lightweight",3,"Rafael Dos Anjos",595,"Southpaw",29,"Jason High",713,"Southpaw",32,"2014-06-07","Kevin Mulhall","r26",172.72,172.72,180.34,177.8,155,170,"record2731","FT2731",0,2,0,2,2,0,0,0,1,0,1,0,2,8,493,1,0,0,5,5,37,727.0714286,0,0,0,6,1,2,0,9
"FT2728","Red ","FALSE","Lightweight",5,"Benson Henderson",817,"Southpaw",30,"Rustam Khabilov",1014,"Orthodox",27,"2014-06-07","Mario Yamasaki","r7",172.72,175.26,185.42,177.8,155,170,"record2728","FT2728",0,3,0,3,0,0,0,0,1,1,0,1,3,5,395.6666667,0,1,0,7,1,35,1164.555556,5,0,3,5,0,0,0,8
"FT2736","Red ","FALSE","Flyweight",3,"Scott Jorgensen",826,"Orthodox",31,"Danny Martinez",1178,"Orthodox",28,"2014-06-07","Kevin Mulhall","r26",167.64,165.1,170.18,167.64,125,135,"record2736","FT2736",1,0,0,0,1,0,0,0,0,0,0,0,0,3,900,3,0,0,2,5,18,634.125,0,0,0,1,1,1,0,3
"FT2730","Red ","FALSE","Flyweight",3,"John Dodson",890,"Orthodox",29,"John Moraga",983,"Orthodox",30,"2014-06-07","Mario Yamasaki","r7",167.64,160.02,167.64,167.64,125,135,"record2730","FT2730",0,1,0,2,1,1,0,1,0,1,1,0,3,12,805,0,1,0,3,1,12,668.4,2,0,0,1,3,0,0,4
"FT2733","Blue","FALSE","Bantamweight",3,"Erik Perez",957,"Orthodox",24,"Bryan Caraway",888,"Orthodox",29,"2014-06-07","Raul Porrata","r111",172.72,172.72,172.72,172.72,135,135,"record2733","FT2733",0,1,0,2,1,0,0,0,0,0,3,0,3,11,750.25,0,1,0,3,1,9,461,0,0,0,1,2,1,0,4
"FT2737","Red ","FALSE","Lightweight",3,"Jon Tuck",996,"Orthodox",29,"Jake Lindsey",1251,"Switch",27,"2014-06-07","Raul Porrata","r111",180.34,180.34,180.34,185.42,155,155,"record2737","FT2737",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,1,0,0,1,1,6,900,0,0,0,1,0,0,0,1
"FT2734","Blue","FALSE","Bantamweight",3,"Yaotzin Meza",1006,"Orthodox",33,"Sergio Pettis",1134,"Orthodox",20,"2014-06-07","Kevin Mulhall","r26",167.64,175.26,175.26,187.96,135,145,"record2734","FT2734",1,0,0,1,1,0,0,0,1,0,0,0,1,6,889.5,1,0,0,1,2,6,494.6666667,0,0,0,0,0,1,0,1
"FT2735","Blue","FALSE","Welterweight",3,"Bobby Voelker",1036,"Orthodox",35,"Lance Benoist",856,"Southpaw",25,"2014-06-07","Mario Yamasaki","r7",180.34,182.88,185.42,190.5,170,170,"record2735","FT2735",2,0,0,1,2,0,0,0,1,0,0,0,1,9,900,3,0,0,0,3,8,708,0,0,0,0,0,0,0,0
"FT2738","Red ","FALSE","Light Heavyweight",3,"Patrick Cummins",1189,"Orthodox",33,"Roger Narvaez",1252,"Southpaw",30,"2014-06-07","Raul Porrata","r111",190.5,187.96,200.66,193.04,185,205,"record2738","FT2738",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,1,0,0,0,1,1,79,0,0,0,0,0,0,0,0
"FT2742","Red ","FALSE","Heavyweight",3,"Andrei Arlovski",210,"Orthodox",35,"Brendan Schaub",687,"Orthodox",31,"2014-06-14","John McCarthy","r2",193.04,190.5,198.12,195.58,245,240,"record2742","FT2742",0,2,0,4,3,1,0,0,2,3,1,0,6,15,385.3333333,0,3,0,6,4,26,403,5,0,0,1,7,2,0,10
"FT2741","Red ","FALSE","Light Heavyweight",3,"Ryan Bader",600,"Orthodox",31,"Rafael Feijao",1084,"Orthodox",34,"2014-06-14","Yves Lavigne","r20",185.42,187.96,185.42,187.96,205,205,"record2741","FT2741",0,1,0,1,1,0,0,0,0,1,0,0,1,2,173.5,0,1,0,5,4,27,518.3076923,1,0,0,5,3,1,0,9
"FT2740","Red ","FALSE","Welterweight",3,"Rory MacDonald",697,"Orthodox",24,"Tyron Woodley",1021,"Orthodox",32,"2014-06-14","John McCarthy","r2",175.26,182.88,187.96,193.04,170,170,"record2740","FT2740",0,2,0,2,1,0,0,0,0,3,0,0,3,7,408.5,0,1,0,5,2,22,703.7777778,0,0,0,4,2,1,0,7
"FT2739","Red ","TRUE ","Flyweight",5,"Demetrious Johnson",787,"Orthodox",27,"Ali Bagautinov",1108,"Orthodox",29,"2014-06-14","Jerin Valel","r75",162.56,160.02,165.1,167.64,125,125,"record2739","FT2739",0,3,0,3,0,0,0,0,2,1,0,0,3,9,869.3333333,0,5,0,5,2,33,1072.333333,5,0,1,4,1,1,0,7
"FT2746","Red ","FALSE","Bantamweight",3,"Yves Jabouin",816,"Orthodox",35,"Mike Easton",860,"Southpaw",30,"2014-06-14","Kevin Dornan","r65",167.64,170.18,177.8,172.72,135,135,"record2746","FT2746",3,0,0,3,3,0,1,0,1,1,0,0,3,17,848.6666667,1,0,0,3,3,16,663.8571429,0,0,3,1,0,0,0,4
"FT2748","Blue","FALSE","Bantamweight",3,"Roland Delorme",886,"Orthodox",30,"Michinori Tanaka",1257,"Orthodox",23,"2014-06-14","Yves Lavigne","r20",165.1,175.26,170.18,180.34,135,135,"record2748","FT2748",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,1,0,0,2,2,11,596,0,0,0,1,0,2,0,3
"FT2744","Blue","FALSE","Welterweight",3,"Daniel Sarafian",1016,"Orthodox",31,"Kiichi Kunimoto",1160,"Orthodox",33,"2014-06-14","Yves Lavigne","r20",177.8,175.26,180.34,185.42,170,185,"record2744","FT2744",0,1,0,1,0,0,0,0,0,0,0,0,1,1,177,1,0,0,1,2,7,646.6666667,0,0,0,0,0,1,0,1
"FT2743","Red ","FALSE","Light Heavyweight",3,"Ovince Saint Preux",1071,"Southpaw",31,"Ryan Jimmo",981,"Orthodox",32,"2014-06-14","Kevin Dornan","r65",185.42,190.5,185.42,203.2,205,205,"record2743","FT2743",0,1,0,1,2,0,0,0,1,2,0,0,3,10,531,0,3,0,3,0,5,283,0,1,0,0,1,1,0,3
"FT2745","Red ","FALSE","Women's Bantamweight",3,"Valerie Letourneau",1253,"Orthodox",31,"Elizabeth Phillips",1256,"Orthodox",27,"2014-06-14","Jerin Valel","r75",167.64,170.18,165.1,172.72,135,115,"record2745","FT2745",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0
"FT2747","Blue","FALSE","Lightweight",3,"Kajan Johnson",1254,"Orthodox",30,"Tae Hyun Bang",1170,"Switch",31,"2014-06-14","John McCarthy","r2",175.26,180.34,180.34,190.5,155,155,"record2747","FT2747",1,0,0,0,1,0,0,0,0,0,0,0,0,3,900,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0
"FT2749","Red ","FALSE","Lightweight",3,"Jason Saggo",1255,"Orthodox",28,"Josh Shockley",1258,"Orthodox",24,"2014-06-14","Jerin Valel","r75",185.42,180.34,187.96,180.34,155,155,"record2749","FT2749",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0
"FT2762","Blue","FALSE","Heavyweight",3,"Soa Palelei",534,"Orthodox",36,"Jared Rosholt",1139,"Orthodox",27,"2014-06-28","Steve Perceval","r60",187.96,193.04,190.5,205.74,265,265,"record2762","FT2762",0,2,0,2,0,0,0,0,2,0,0,0,2,6,900,0,3,0,3,1,8,441.75,0,0,0,0,3,0,0,3
"FT2761","Blue","FALSE","Middleweight",5,"James Te Huna",705,"Orthodox",32,"Nate Marquardt",335,"Orthodox",35,"2014-06-28","John Sharp","r59",182.88,187.96,187.96,190.5,185,185,"record2761","FT2761",2,0,0,4,6,1,0,0,4,4,2,0,10,34,546.875,2,0,0,4,3,14,408.625,0,0,0,2,3,0,0,5
"FT2753","Red ","FALSE","Featherweight",3,"Ricardo Lamas",840,"Orthodox",32,"Hacran Dias",972,"Orthodox",30,"2014-06-28","Kerry Hatley","r24",172.72,172.72,175.26,180.34,155,145,"record2753","FT2753",1,0,0,1,1,0,0,0,1,0,0,0,1,6,900,1,0,0,4,1,13,713.8,1,0,0,1,2,1,0,4
"FT2763","Blue","FALSE","Featherweight",3,"Hatsu Hioki",865,"Orthodox",30,"Charles Oliveira",733,"Orthodox",24,"2014-06-28","John Sharp","r59",177.8,180.34,187.96,177.8,155,145,"record2763","FT2763",0,1,0,2,5,0,0,0,0,0,5,0,5,18,387.9,0,1,0,2,3,18,900,0,0,1,2,0,0,0,3
"FT2750","Red ","FALSE","Featherweight",5,"Cub Swanson",876,"Orthodox",30,"Jeremy Stephens",482,"Orthodox",28,"2014-06-28","Herb Dean","r18",172.72,172.72,180.34,177.8,145,145,"record2750","FT2750",0,3,0,3,8,0,0,1,4,4,0,1,10,45,687.8333333,0,5,0,5,1,13,539.3333333,0,0,0,1,4,0,0,5
