"fight_id","winner","title_bout","weight_class","no_of_rounds","r_fighter","r_fighter_id","r_fighter_stance","r_fighter_age","b_fighter","b_fighter_id","b_fighter_stance","b_fighter_age","date","referee","referee_id","b_fighter_height","r_fighter_height","b_fighter_reach","r_fighter_reach","b_fighter_weight","r_fighter_weight","records_id","fight_id-2","b_current_lose_streak","b_current_win_streak","b_draw","b_longest_win_streak","b_losses","b_total_title_bouts","b_win_by_decision_majority","b_win_by_decision_split","b_win_by_decision_unanimous","b_win_by_ko_tko","b_win_by_submission","b_win_by_tko_doctor_stoppage","b_wins","b_total_rounds_fought","b_total_time_fought_seconds","r_current_lose_streak","r_current_win_streak","r_draw","r_longest_win_streak","r_losses","r_total_rounds_fought","r_total_time_fought_seconds","r_total_title_bouts","r_win_by_decision_majority","r_win_by_decision_split","r_win_by_decision_unanimous","r_win_by_ko_tko","r_win_by_submission","r_win_by_tko_doctor_stoppage","r_wins"
"FT1480","Red ","FALSE","Light Heavyweight",3,"Stephan Bonnar",322,"Orthodox",33,"Igor Pokrajac",674,"Orthodox",31,"2010-12-04","Steve Mazzagatti","r17",182.88,193.04,193.04,198.12,205,205,"record1480","FT1480",0,1,0,1,2,0,0,0,0,0,1,0,1,7,618.3333333,0,1,0,3,6,30,693.5833333,1,0,0,2,2,2,0,6
"FT1481","Blue","FALSE","Middleweight",3,"Kendall Grove",389,"Orthodox",28,"Demian Maia",515,"Southpaw",33,"2010-12-04","Josh Rosenthal","r27",185.42,198.12,182.88,200.66,170,185,"record1481","FT1481",0,1,0,5,2,1,0,0,2,0,5,0,7,20,553.5555556,0,1,0,3,4,21,507.9090909,1,0,2,1,2,2,0,7
"FT1482","Blue","FALSE","Welterweight",3,"Johny Hendricks",659,"Southpaw",27,"Rick Story",649,"Southpaw",26,"2010-12-04","Steve Mazzagatti","r17",175.26,175.26,180.34,175.26,170,185,"record1482","FT1482",0,4,0,4,1,0,0,2,0,1,1,0,4,13,688.8,0,4,0,4,0,9,542.25,0,1,0,1,2,0,0,4
"FT1489","Blue","FALSE","Middleweight",3,"Rich Attonito",724,"Orthodox",33,"David Branch",731,"Orthodox",29,"2010-12-04","Josh Rosenthal","r27",185.42,177.8,198.12,182.88,185,170,"record1489","FT1489",0,1,0,1,1,0,0,0,1,0,0,0,1,6,827.5,0,2,0,2,0,5,732.5,0,0,0,1,1,0,0,2
"FT1479","Red ","TRUE ","Lightweight",3,"Jonathan Brookins",759,"Southpaw",25,"Michael Johnson",766,"Southpaw",24,"2010-12-04","Herb Dean","r18",177.8,182.88,185.42,185.42,145,145,"record1479","FT1479",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0
"FT1483","Blue","FALSE","Featherweight",3,"Nam Phan",760,"Orthodox",27,"Leonard Garcia",472,"Orthodox",31,"2010-12-04","Herb Dean","r18",177.8,167.64,175.26,177.8,145,135,"record1483","FT1483",1,0,0,1,2,0,0,0,0,0,1,0,1,7,687.3333333,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0
"FT1484","Red ","FALSE","Lightweight",3,"Cody McKenzie",761,"Switch",22,"Aaron Wilkinson",767,NULL,23,"2010-12-04","Chris Tognoni","r70",177.8,182.88,NULL,182.88,155,155,"record1484","FT1484",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0
"FT1485","Red ","FALSE","Featherweight",3,"Ian Loveland",762,"Orthodox",27,"Tyler Toner",768,"Orthodox",27,"2010-12-04","Josh Rosenthal","r27",172.72,172.72,177.8,NULL,145,145,"record1485","FT1485",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0
"FT1486","Blue","FALSE","Lightweight",3,"Sako Chivitchian",763,NULL,26,"Kyle Watson",769,NULL,31,"2010-12-04","Herb Dean","r18",182.88,180.34,NULL,NULL,155,155,"record1486","FT1486",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0
"FT1487","Blue","FALSE","Bantamweight",3,"Will Campuzano",764,"Orthodox",24,"Nick Pace",770,"Orthodox",23,"2010-12-04","Chris Tognoni","r70",170.18,175.26,172.72,177.8,135,125,"record1487","FT1487",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0
"FT1488","Blue","FALSE","Featherweight",3,"Fredson Paixao",765,"Orthodox",31,"Pablo Garza",771,"Orthodox",27,"2010-12-04","Steve Mazzagatti","r17",185.42,167.64,185.42,167.64,145,145,"record1488","FT1488",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0
"FT1490","Red ","TRUE ","Welterweight",5,"Georges St-Pierre",293,"Orthodox",29,"Josh Koscheck",318,"Orthodox",33,"2010-12-11","Herb Dean","r18",177.8,180.34,185.42,193.04,170,185,"record1490","FT1490",0,3,0,5,4,0,0,0,5,5,3,0,13,35,553,0,7,0,7,2,43,762,9,0,1,6,5,2,0,14
"FT1495","Blue","FALSE","Middleweight",3,"Joe Doerksen",305,"Orthodox",33,"Dan Miller",586,"Orthodox",29,"2010-12-11","Marc-Andre Cote","r64",185.42,182.88,187.96,190.5,185,185,"record1495","FT1495",0,1,0,3,3,0,0,0,1,0,3,0,4,16,594.7142857,1,0,0,1,6,19,578.75,0,0,0,0,0,2,0,2
"FT1494","Red ","FALSE","Welterweight",3,"Thiago Alves",344,"Orthodox",27,"John Howard",623,"Orthodox",27,"2010-12-11","Yves Lavigne","r20",170.18,175.26,180.34,177.8,170,170,"record1494","FT1494",1,0,0,4,1,0,0,2,0,2,0,0,4,13,711.4,2,0,0,7,4,30,606.0769231,1,0,0,2,6,0,1,9
"FT1493","Blue","FALSE","Lightweight",3,"Joe Stevenson",354,"Orthodox",28,"Mac Danzig",519,"Orthodox",30,"2010-12-11","Dan Miragliotta","r25",172.72,170.18,177.8,177.8,155,145,"record1493","FT1493",1,0,0,2,4,1,0,0,1,0,2,0,3,16,610,1,0,0,4,5,29,612.2307692,2,0,0,3,1,3,1,8
"FT1496","Red ","FALSE","Lightweight",3,"Mark Bocek",505,"Orthodox",29,"Dustin Hazelett",436,"Orthodox",24,"2010-12-11","Philippe Chartier","r31",185.42,172.72,193.04,190.5,170,155,"record1496","FT1496",2,0,0,3,4,0,0,0,1,0,4,0,5,14,345.6666667,1,0,0,3,3,15,604.5714286,0,0,0,1,0,3,0,4
"FT1498","Blue","FALSE","Welterweight",3,"Matthew Riddle",561,"Southpaw",24,"Sean Pierson",773,"Southpaw",34,"2010-12-11","Yves Lavigne","r20",182.88,185.42,193.04,187.96,170,170,"record1498","FT1498",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,2,0,3,1,17,798.6666667,0,0,0,3,1,0,0,5
"FT1492","Red ","FALSE","Lightweight",3,"Jim Miller",589,"Southpaw",27,"Charles Oliveira",733,"Orthodox",21,"2010-12-11","Dan Miragliotta","r25",177.8,172.72,187.96,180.34,155,155,"record1492","FT1492",0,2,0,2,0,0,0,0,0,0,2,0,2,4,393,0,5,0,5,1,21,724.75,0,0,0,4,1,2,0,7
"FT1491","Red ","FALSE","Heavyweight",3,"Stefan Struve",634,"Orthodox",22,"Sean McCorkle",743,"Orthodox",34,"2010-12-11","Yves Lavigne","r20",200.66,210.82,205.74,213.36,265,265,"record1491","FT1491",0,1,0,1,0,0,0,0,0,0,1,0,1,1,63,0,1,0,3,2,10,336,0,1,0,0,1,2,0,4
"FT1499","Blue","FALSE","Welterweight",3,"TJ Grant",643,"Orthodox",26,"Ricardo Almeida",230,"Orthodox",34,"2010-12-11","Philippe Chartier","r31",182.88,177.8,187.96,182.88,170,155,"record1499","FT1499",1,0,0,3,4,0,0,0,2,0,3,0,5,19,555.6666667,0,1,0,1,2,13,779.4,0,0,1,1,1,0,0,3
"FT1500","Blue","FALSE","Lightweight",3,"Pat Audinwood",742,"Orthodox",24,"John Makdessi",774,"Orthodox",25,"2010-12-11","Herb Dean","r18",172.72,182.88,172.72,NULL,155,155,"record1500","FT1500",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,1,0,0,0,1,1,227,0,0,0,0,0,0,0,0
"FT1497","Draw","FALSE","Middleweight",3,"Jesse Bongfeldt",772,"Orthodox",30,"Rafael Natal",739,"Orthodox",27,"2010-12-11","Dan Miragliotta","r25",182.88,182.88,193.04,NULL,185,185,"record1497","FT1497",1,0,0,0,1,0,0,0,0,0,0,0,0,3,900,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0
"FT1508","Blue","FALSE","Middleweight",3,"Phil Baroni",220,"Orthodox",34,"Brad Tavares",720,"Orthodox",23,"2011-01-01","Josh Rosenthal","r27",185.42,175.26,187.96,182.88,185,170,"record1508","FT1508",0,1,0,1,0,0,0,0,1,0,0,0,1,3,900,5,0,0,2,6,20,615.3333333,0,0,0,1,2,0,0,3
"FT1509","Blue","FALSE","Featherweight",3,"Mike Brown",298,"Orthodox",35,"Diego Nunes",777,"Orthodox",28,"2011-01-01","Yves Lavigne","r20",167.64,167.64,170.18,177.8,145,145,"record1509","FT1509",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,1,0,0,0,1,1,211,0,0,0,0,0,0,0,0
"FT1502","Blue","FALSE","Middleweight",3,"Chris Leben",317,"Southpaw",30,"Brian Stann",644,"Orthodox",30,"2011-01-01","Josh Rosenthal","r27",185.42,180.34,187.96,187.96,205,185,"record1502","FT1502",0,1,0,2,2,0,0,0,2,0,1,0,3,13,744.6,0,3,0,5,5,35,561.9375,0,0,1,2,6,2,0,11
"FT1503","Draw","FALSE","Light Heavyweight",3,"Brandon Vera",339,"Orthodox",33,"Thiago Silva",481,"Orthodox",28,"2011-01-01","Steve Mazzagatti","r17",187.96,190.5,187.96,193.04,205,230,"record1503","FT1503",1,0,0,4,2,0,0,0,0,5,0,0,5,10,324.5714286,2,0,0,4,5,24,515.0833333,0,0,0,2,4,1,0,7
"FT1505","Red ","FALSE","Lightweight",3,"Clay Guida",438,"Orthodox",29,"Takanori Gomi",711,"Southpaw",32,"2011-01-01","Josh Rosenthal","r27",170.18,170.18,177.8,177.8,155,155,"record1505","FT1505",0,1,0,1,1,0,0,0,0,1,0,0,1,4,418,0,2,0,3,5,31,713.1666667,0,0,2,1,1,3,0,7
"FT1501","Draw","TRUE ","Lightweight",5,"Frankie Edgar",461,"Orthodox",29,"Gray Maynard",494,"Orthodox",31,"2011-01-01","Yves Lavigne","r20",175.26,167.64,177.8,172.72,155,145,"record1501","FT1501",0,8,0,8,1,0,0,2,5,1,0,0,8,24,738.6666667,0,5,0,5,1,28,915,2,0,0,6,1,1,0,8
"FT1506","Red ","FALSE","Lightweight",3,"Jeremy Stephens",482,"Orthodox",24,"Marcus Davis",362,"Southpaw",37,"2011-01-01","Kim Winslow","r47",177.8,172.72,177.8,180.34,170,145,"record1506","FT1506",1,0,0,6,5,0,0,1,1,3,4,0,9,28,507.7142857,1,0,0,2,5,25,697.3,0,0,1,1,2,0,1,5
"FT1504","Blue","FALSE","Welterweight",3,"Nate Diaz",492,"Southpaw",25,"Dong Hyun Kim",556,"Southpaw",29,"2011-01-01","Yves Lavigne","r20",187.96,182.88,193.04,193.04,170,170,"record1504","FT1504",0,2,0,2,1,0,0,1,2,1,0,0,4,15,845,0,2,0,5,3,24,574.2727273,1,0,1,0,1,6,0,8
"FT1511","Red ","FALSE","Lightweight",3,"Jacob Volkmann",680,"Southpaw",30,"Antonio McKee",778,"Southpaw",40,"2011-01-01","Steve Mazzagatti","r17",172.72,175.26,NULL,180.34,155,155,"record1511","FT1511",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,2,0,2,2,10,735.75,0,0,1,1,0,0,0,2
"FT1510","Red ","FALSE","Welterweight",3,"Daniel Roberts",707,"Southpaw",30,"Greg Soto",709,"Orthodox",24,"2011-01-01","Kim Winslow","r47",180.34,177.8,185.42,187.96,170,170,"record1510","FT1510",0,1,0,1,1,0,0,0,1,0,0,0,1,6,795,0,2,0,2,1,5,364.6666667,0,0,1,0,0,1,0,2
"FT1507","Red ","FALSE","Featherweight",3,"Dustin Poirier",775,"Southpaw",21,"Josh Grispi",776,"Orthodox",22,"2011-01-01","Steve Mazzagatti","r17",180.34,175.26,187.96,182.88,145,155,"record1507","FT1507",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0
"FT1512","Red ","FALSE","Lightweight",3,"Melvin Guillard",356,"Orthodox",27,"Evan Dunham",631,"Southpaw",29,"2011-01-22","Mario Yamasaki","r7",177.8,175.26,177.8,172.72,155,155,"record1512","FT1512",1,0,0,4,1,0,0,2,0,1,1,0,4,13,710.4,0,3,0,3,4,21,406.4166667,0,0,2,1,4,0,1,8
"FT1514","Red ","FALSE","Featherweight",3,"Mark Hominick",373,"Orthodox",28,"George Roop",613,"Orthodox",29,"2011-01-22","Don Turnage","r54",185.42,172.72,182.88,172.72,135,145,"record1514","FT1514",1,0,0,1,2,0,0,1,0,0,0,0,1,8,739.6666667,0,2,0,2,0,5,656,0,0,0,1,0,1,0,2
"FT1516","Blue","FALSE","Lightweight",3,"Cole Miller",493,"Orthodox",26,"Matt Wiman",386,"Orthodox",27,"2011-01-22","Dan Miragliotta","r25",177.8,185.42,172.72,187.96,155,145,"record1516","FT1516",0,2,0,4,3,0,0,0,2,2,2,0,6,19,536.6666667,0,2,0,2,2,14,421.25,0,0,0,1,1,4,0,6
"FT1515","Red ","FALSE","Heavyweight",3,"Pat Barry",615,"Orthodox",31,"Joey Beltran",702,"Orthodox",29,"2011-01-22","Mario Yamasaki","r7",185.42,180.34,190.5,187.96,185,235,"record1515","FT1515",1,0,0,2,1,0,0,0,1,1,0,0,2,8,730.3333333,1,0,0,1,2,7,394.5,0,0,0,0,2,0,0,2
"FT1518","Red ","FALSE","Welterweight",3,"DaMarques Johnson",653,"Orthodox",28,"Mike Guymon",699,"Orthodox",36,"2011-01-22","Don Turnage","r54",182.88,185.42,187.96,190.5,170,170,"record1518","FT1518",1,0,0,1,2,0,0,0,1,0,0,0,1,5,413.3333333,1,0,0,2,2,7,458.5,1,0,0,0,1,1,0,2
"FT1513","Red ","FALSE","Heavyweight",3,"Matt Mitrione",684,"Switch",32,"Tim Hague",646,"Orthodox",27,"2011-01-22","Dan Miragliotta","r25",193.04,190.5,193.04,200.66,260,265,"record1513","FT1513",3,0,0,1,3,0,0,0,0,0,1,0,1,8,477.25,0,3,0,3,0,7,591.3333333,0,0,0,1,2,0,0,3
"FT1521","Red ","FALSE","Welterweight",3,"Charlie Brenneman",710,"Orthodox",29,"Amilcar Alves",737,"Southpaw",22,"2011-01-22","Jon Schorle","r19",182.88,177.8,NULL,182.88,170,155,"record1521","FT1521",1,0,0,0,1,0,0,0,0,0,0,0,0,3,791,1,0,0,1,1,5,620,0,0,0,1,0,0,0,1
"FT1520","Red ","FALSE","Lightweight",3,"Waylon Lowe",715,"Southpaw",30,"Willamy Freire",780,NULL,23,"2011-01-22","Dan Miragliotta","r25",172.72,170.18,NULL,NULL,155,145,"record1520","FT1520",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,1,0,1,1,4,554,0,0,1,0,0,0,0,1
"FT1517","Blue","FALSE","Lightweight",3,"Cody McKenzie",761,"Switch",23,"Yves Edwards",238,"Southpaw",34,"2011-01-22","Jon Schorle","r19",175.26,182.88,185.42,182.88,155,155,"record1517","FT1517",0,1,0,6,4,0,0,1,2,3,1,0,7,26,649.4545455,0,1,0,1,0,1,123,0,0,0,0,0,1,0,1
"FT1522","Blue","FALSE","Bantamweight",3,"Will Campuzano",764,"Orthodox",24,"Chris Cariaso",781,"Southpaw",29,"2011-01-22","Don Turnage","r54",160.02,175.26,160.02,177.8,125,125,"record1522","FT1522",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,1,0,0,0,1,3,873,0,0,0,0,0,0,0,0
"FT1519","Red ","FALSE","Featherweight",3,"Rani Yahya",779,"Orthodox",26,"Mike Brown",298,"Orthodox",35,"2011-01-22","Mario Yamasaki","r7",167.64,167.64,177.8,170.18,145,135,"record1519","FT1519",2,0,0,0,2,0,0,0,0,0,0,0,0,4,555.5,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0
"FT1524","Red ","FALSE","Light Heavyweight",3,"Forrest Griffin",314,"Orthodox",31,"Rich Franklin",269,"Southpaw",36,"2011-02-05","Steve Mazzagatti","r17",185.42,190.5,190.5,195.58,185,205,"record1524","FT1524",0,1,0,7,4,5,0,0,3,8,1,1,13,37,565.1176471,0,1,0,3,4,30,706.9166667,3,0,1,4,1,2,0,8
"FT1523","Red ","TRUE ","Middleweight",5,"Anderson Silva",402,"Southpaw",35,"Vitor Belfort",86,"Southpaw",33,"2011-02-05","Mario Yamasaki","r7",182.88,187.96,187.96,195.58,185,185,"record1523","FT1523",0,1,0,3,4,3,0,0,0,6,1,1,8,18,329.4166667,0,12,0,12,0,29,600.0833333,8,0,0,2,7,3,0,12
"FT1531","Red ","FALSE","Lightweight",3,"Paul Taylor",475,"Orthodox",31,"Gabe Ruediger",429,"Orthodox",33,"2011-02-05","Kim Winslow","r47",177.8,182.88,NULL,182.88,155,155,"record1531","FT1531",2,0,0,0,2,0,0,0,0,0,0,0,0,3,241,2,0,0,1,5,22,786.375,0,0,1,1,1,0,0,3
"FT1525","Red ","FALSE","Light Heavyweight",3,"Jon Jones",578,"Orthodox",23,"Ryan Bader",600,"Orthodox",27,"2011-02-05","Herb Dean","r18",187.96,193.04,187.96,213.36,205,205,"record1525","FT1525",0,5,0,5,0,1,0,0,3,2,0,0,5,13,713.6,0,2,0,3,1,11,471.3333333,0,0,0,2,2,1,0,5
"FT1532","Red ","FALSE","Light Heavyweight",3,"Kyle Kingsbury",612,"Orthodox",28,"Ricardo Romero",730,"Orthodox",32,"2011-02-05","Steve Mazzagatti","r17",182.88,193.04,193.04,193.04,205,205,"record1532","FT1532",0,1,0,1,0,0,0,0,0,0,1,0,1,2,485,0,2,0,2,1,9,900,0,0,1,1,0,0,0,2
"FT1533","Red ","FALSE","Welterweight",3,"Mike Pierce",665,"Orthodox",30,"Kenny Robertson",788,"Orthodox",26,"2011-02-05","Herb Dean","r18",177.8,172.72,187.96,177.8,170,170,"record1533","FT1533",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,2,0,2,1,12,872.75,0,0,0,2,0,1,0,3
"FT1526","Red ","FALSE","Welterweight",3,"Jake Ellenberger",666,"Orthodox",25,"Carlos Eduardo Rocha",754,"Orthodox",29,"2011-02-05","Kim Winslow","r47",177.8,175.26,177.8,180.34,170,170,"record1526","FT1526",0,1,0,1,0,0,0,0,0,0,1,0,1,1,141,0,2,0,2,1,8,654.3333333,0,0,0,0,1,0,1,2
"FT1527","Red ","FALSE","Bantamweight",3,"Miguel Torres",782,"Orthodox",30,"Antonio Banuelos",786,"Orthodox",31,"2011-02-05","Mario Yamasaki","r7",165.1,175.26,160.02,193.04,135,135,"record1527","FT1527",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0
"FT1528","Red ","FALSE","Lightweight",3,"Donald Cerrone",783,"Orthodox",27,"Paul Kelly",537,"Orthodox",26,"2011-02-05","Steve Mazzagatti","r17",175.26,185.42,177.8,185.42,155,155,"record1528","FT1528",0,1,0,2,3,0,0,0,3,1,1,0,5,20,690.75,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0
"FT1529","Red ","FALSE","Featherweight",3,"Chad Mendes",784,"Orthodox",25,"Michihiro Omigawa",514,"Orthodox",35,"2011-02-05","Herb Dean","r18",167.64,167.64,172.72,167.64,145,145,"record1529","FT1529",2,0,0,0,2,0,0,0,0,0,0,0,0,6,900,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0
"FT1530","Blue","FALSE","Bantamweight",3,"Norifumi Yamamoto",785,"Southpaw",33,"Demetrious Johnson",787,"Orthodox",24,"2011-02-05","Mario Yamasaki","r7",160.02,162.56,167.64,167.64,125,135,"record1530","FT1530",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0
"FT1534","Draw","FALSE","Welterweight",3,"BJ Penn",227,"Orthodox",32,"Jon Fitch",341,"Orthodox",33,"2011-02-26","Herb Dean","r18",182.88,175.26,193.04,177.8,170,155,"record1534","FT1534",0,5,0,8,1,1,0,1,8,1,3,0,13,40,830.4285714,0,1,0,3,7,56,817.4210526,11,0,0,1,6,4,1,12
"FT1535","Red ","FALSE","Middleweight",3,"Michael Bisping",388,"Orthodox",31,"Jorge Rivera",281,"Orthodox",38,"2011-02-26","Marc Goddard","r37",185.42,185.42,185.42,190.5,185,185,"record1535","FT1535",0,3,0,3,5,0,0,1,2,4,0,0,7,23,436.1666667,0,2,0,4,3,29,631.0769231,1,0,1,3,6,0,0,10
"FT1536","Blue","FALSE","Lightweight",3,"George Sotiropoulos",521,"Orthodox",33,"Dennis Siver",478,"Orthodox",32,"2011-02-26","Leon Roberts","r38",167.64,177.8,177.8,180.34,145,155,"record1536","FT1536",0,2,0,3,4,0,0,0,1,3,2,0,6,20,495.9,0,7,0,7,0,15,542.5714286,0,0,0,2,1,4,0,7
"FT1539","Red ","FALSE","Lightweight",3,"Ross Pearson",651,"Orthodox",26,"Spencer Fisher",340,"Southpaw",34,"2011-02-26","Herb Dean","r18",170.18,172.72,177.8,175.26,155,155,"record1539","FT1539",0,1,0,3,5,0,0,0,4,2,2,1,9,34,699,1,0,0,3,1,10,696.75,1,0,0,2,0,0,1,3
"FT1540","Red ","FALSE","Light Heavyweight",3,"Alexander Gustafsson",677,"Orthodox",24,"James Te Huna",705,"Orthodox",29,"2011-02-26","Marc Goddard","r37",187.96,195.58,190.5,200.66,185,205,"record1540","FT1540",0,1,0,1,0,0,0,0,0,1,0,0,1,3,806,0,1,0,1,1,4,265.6666667,0,0,0,0,1,1,0,2
"FT1538","Blue","FALSE","Middleweight",3,"Chris Camozzi",722,"Orthodox",24,"Kyle Noke",727,"Southpaw",30,"2011-02-26","John Sharp","r59",185.42,187.96,193.04,193.04,170,185,"record1538","FT1538",0,2,0,2,0,0,0,0,0,1,1,0,2,4,442.5,0,2,0,2,0,6,900,0,0,1,1,0,0,0,2
"FT1544","Red ","FALSE","Heavyweight",3,"Mark Hunt",741,"Orthodox",36,"Chris Tuchscherer",664,"Orthodox",35,"2011-02-26","John Sharp","r59",187.96,177.8,193.04,182.88,258,265,"record1544","FT1544",1,0,0,1,2,0,1,0,0,0,0,0,1,5,371.3333333,1,0,0,0,1,1,63,0,0,0,0,0,0,0,0
"FT1537","Red ","FALSE","Welterweight",3,"Brian Ebersole",789,"Southpaw",30,"Chris Lytle",216,"Orthodox",36,"2011-02-26","Steve Perceval","r60",180.34,182.88,172.72,185.42,170,170,"record1537","FT1537",0,4,0,4,9,1,0,0,3,1,5,0,9,42,622.3888889,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0
"FT1541","Red ","FALSE","Middleweight",3,"Nick Ring",790,"Southpaw",32,"Riki Fukuda",794,"Southpaw",30,"2011-02-26","Leon Roberts","r38",182.88,182.88,185.42,187.96,185,185,"record1541","FT1541",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0
"FT1542","Blue","FALSE","Light Heavyweight",3,"Tom Blackledge",791,NULL,NULL,"Anthony Perosh",408,"Orthodox",38,"2011-02-26","John Sharp","r59",190.5,NULL,190.5,NULL,205,205,"record1542","FT1542",3,0,0,0,3,0,0,0,0,0,0,0,0,6,554,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0
"FT1543","Red ","FALSE","Featherweight",3,"Tiequan Zhang",792,"Orthodox",32,"Jason Reinhardt",518,"Orthodox",41,"2011-02-26","Steve Perceval","r60",167.64,172.72,NULL,177.8,135,155,"record1543","FT1543",1,0,0,0,1,0,0,0,0,0,0,0,0,1,74,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0
"FT1545","Blue","FALSE","Lightweight",3,"Maciej Jewtuszko",793,"Southpaw",30,"Curt Warburton",747,"Orthodox",NULL,"2011-02-26","Steve Perceval","r60",182.88,182.88,185.42,NULL,155,155,"record1545","FT1545",1,0,0,0,1,0,0,0,0,0,0,0,0,3,900,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0
"FT1546","Red ","FALSE","Welterweight",3,"Diego Sanchez",315,"Southpaw",29,"Martin Kampmann",410,"Orthodox",28,"2011-03-03","Herb Dean","r18",182.88,177.8,182.88,182.88,170,170,"record1546","FT1546",1,0,0,4,3,0,0,1,2,1,4,0,8,20,468.5454545,0,1,0,6,4,40,751.8,2,0,1,5,5,0,0,11
"FT1548","Blue","FALSE","Middleweight",3,"Alessio Sakara",348,"Orthodox",29,"Chris Weidman",797,"Orthodox",26,"2011-03-03","Gary Copeland","r71",187.96,182.88,198.12,182.88,185,185,"record1548","FT1548",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,3,0,3,5,16,292.3636364,0,0,1,1,4,0,0,6
"FT1551","Blue","FALSE","Lightweight",3,"Joe Stevenson",354,"Orthodox",28,"Danny Castillo",799,"Orthodox",31,"2011-03-03","Gary Copeland","r71",175.26,170.18,180.34,177.8,155,145,"record1551","FT1551",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,2,0,0,4,6,30,576.6428571,2,0,0,3,1,3,1,8
"FT1552","Blue","FALSE","Lightweight",3,"Thiago Tavares",469,"Orthodox",26,"Shane Roller",800,"Orthodox",31,"2011-03-03","Mario Yamasaki","r7",177.8,170.18,182.88,172.72,155,145,"record1552","FT1552",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,1,0,2,4,23,723.6666667,0,0,0,3,0,2,0,5
"FT1554","Blue","FALSE","Middleweight",3,"Rob Kimmons",563,"Orthodox",30,"Dongi Yang",750,"Southpaw",26,"2011-03-03","Gary Copeland","r71",177.8,177.8,180.34,185.42,185,185,"record1554","FT1554",1,0,0,0,1,0,0,0,0,0,0,0,0,3,900,1,0,0,1,3,11,407.5,0,0,0,1,0,2,0,3
"FT1547","Blue","FALSE","Middleweight",3,"CB Dollaway",564,"Orthodox",27,"Mark Munoz",636,"Orthodox",33,"2011-03-03","Mario Yamasaki","r7",182.88,187.96,182.88,193.04,185,185,"record1547","FT1547",0,1,0,3,2,0,0,1,1,2,0,0,4,13,592.1666667,0,3,0,3,2,11,369.8571429,1,0,0,2,1,2,0,5
"FT1550","Blue","FALSE","Light Heavyweight",3,"Steve Cantwell",596,"Orthodox",24,"Cyrille Diabate",716,"Southpaw",37,"2011-03-03","Herb Dean","r18",198.12,187.96,205.74,190.5,205,185,"record1550","FT1550",1,0,0,1,1,0,0,0,0,1,0,0,1,3,297,2,0,0,1,2,7,681.3333333,0,0,0,0,0,1,0,1
"FT1556","Red ","FALSE","Light Heavyweight",3,"Igor Pokrajac",674,"Orthodox",32,"Todd Brown",734,"Orthodox",34,"2011-03-03","Chris Kinman","r72",180.34,182.88,NULL,193.04,205,205,"record1556","FT1556",1,0,0,0,1,0,0,0,0,0,0,0,0,3,900,1,0,0,1,3,10,688.75,0,0,0,0,0,1,0,1
