fight_id,winner,title_bout,weight_class,no_of_rounds,r_fighter,r_fighter_id,r_fighter_stance,b_fighter,b_fighter_id,b_fighter_stance,date,referee,referee_id,b_fighter_height,r_fighter_height,b_fighter_reach,r_fighter_reach,b_fighter_weight,r_fighter_weight
FT1481,Blue,FALSE,Middleweight,3,Kendall Grove,389,Orthodox,Demian Maia,515,Southpaw,12/4/2010,Josh Rosenthal,r27,185.42,198.12,182.88,200.66,170,185
FT1482,Blue,FALSE,Welterweight,3,Johny Hendricks,659,Southpaw,Rick Story,649,Southpaw,12/4/2010,Steve Mazzagatti,r17,175.26,175.26,180.34,175.26,170,185
FT1489,Blue,FALSE,Middleweight,3,Rich Attonito,724,Orthodox,David Branch,731,Orthodox,12/4/2010,Josh Rosenthal,r27,185.42,177.8,198.12,182.88,185,170
FT1479,Red ,TRUE ,Lightweight,3,Jonathan Brookins,759,Southpaw,Michael Johnson,766,Southpaw,12/4/2010,Herb Dean,r18,177.8,182.88,185.42,185.42,145,145
FT1483,Blue,FALSE,Featherweight,3,Nam Phan,760,Orthodox,Leonard Garcia,472,Orthodox,12/4/2010,Herb Dean,r18,177.8,167.64,175.26,177.8,145,135
FT1484,Red ,FALSE,Lightweight,3,Cody McKenzie,761,Switch,Aaron Wilkinson,767,NULL,12/4/2010,Chris Tognoni,r70,177.8,182.88,NULL,182.88,155,155
FT1485,Red ,FALSE,Featherweight,3,Ian Loveland,762,Orthodox,Tyler Toner,768,Orthodox,12/4/2010,Josh Rosenthal,r27,172.72,172.72,177.8,NULL,145,145
FT1486,Blue,FALSE,Lightweight,3,Sako Chivitchian,763,NULL,Kyle Watson,769,NULL,12/4/2010,Herb Dean,r18,182.88,180.34,NULL,NULL,155,155
FT1487,Blue,FALSE,Bantamweight,3,Will Campuzano,764,Orthodox,Nick Pace,770,Orthodox,12/4/2010,Chris Tognoni,r70,170.18,175.26,172.72,177.8,135,125
FT1488,Blue,FALSE,Featherweight,3,Fredson Paixao,765,Orthodox,Pablo Garza,771,Orthodox,12/4/2010,Steve Mazzagatti,r17,185.42,167.64,185.42,167.64,145,145
FT1490,Red ,TRUE ,Welterweight,5,Georges St-Pierre,293,Orthodox,Josh Koscheck,318,Orthodox,12/11/2010,Herb Dean,r18,177.8,180.34,185.42,193.04,170,185
FT1495,Blue,FALSE,Middleweight,3,Joe Doerksen,305,Orthodox,Dan Miller,586,Orthodox,12/11/2010,Marc-Andre Cote,r64,185.42,182.88,187.96,190.5,185,185
FT1494,Red ,FALSE,Welterweight,3,Thiago Alves,344,Orthodox,John Howard,623,Orthodox,12/11/2010,Yves Lavigne,r20,170.18,175.26,180.34,177.8,170,170
FT1493,Blue,FALSE,Lightweight,3,Joe Stevenson,354,Orthodox,Mac Danzig,519,Orthodox,12/11/2010,Dan Miragliotta,r25,172.72,170.18,177.8,177.8,155,145
FT1496,Red ,FALSE,Lightweight,3,Mark Bocek,505,Orthodox,Dustin Hazelett,436,Orthodox,12/11/2010,Philippe Chartier,r31,185.42,172.72,193.04,190.5,170,155
FT1498,Blue,FALSE,Welterweight,3,Matthew Riddle,561,Southpaw,Sean Pierson,773,Southpaw,12/11/2010,Yves Lavigne,r20,182.88,185.42,193.04,187.96,170,170
FT1492,Red ,FALSE,Lightweight,3,Jim Miller,589,Southpaw,Charles Oliveira,733,Orthodox,12/11/2010,Dan Miragliotta,r25,177.8,172.72,187.96,180.34,155,155
FT1491,Red ,FALSE,Heavyweight,3,Stefan Struve,634,Orthodox,Sean McCorkle,743,Orthodox,12/11/2010,Yves Lavigne,r20,200.66,210.82,205.74,213.36,265,265
FT1499,Blue,FALSE,Welterweight,3,TJ Grant,643,Orthodox,Ricardo Almeida,230,Orthodox,12/11/2010,Philippe Chartier,r31,182.88,177.8,187.96,182.88,170,155
FT1500,Blue,FALSE,Lightweight,3,Pat Audinwood,742,Orthodox,John Makdessi,774,Orthodox,12/11/2010,Herb Dean,r18,172.72,182.88,172.72,NULL,155,155
FT1497,Draw,FALSE,Middleweight,3,Jesse Bongfeldt,772,Orthodox,Rafael Natal,739,Orthodox,12/11/2010,Dan Miragliotta,r25,182.88,182.88,193.04,NULL,185,185
FT1508,Blue,FALSE,Middleweight,3,Phil Baroni,220,Orthodox,Brad Tavares,720,Orthodox,1/1/2011,Josh Rosenthal,r27,185.42,175.26,187.96,182.88,185,170
FT1509,Blue,FALSE,Featherweight,3,Mike Brown,298,Orthodox,Diego Nunes,777,Orthodox,1/1/2011,Yves Lavigne,r20,167.64,167.64,170.18,177.8,145,145
FT1502,Blue,FALSE,Middleweight,3,Chris Leben,317,Southpaw,Brian Stann,644,Orthodox,1/1/2011,Josh Rosenthal,r27,185.42,180.34,187.96,187.96,205,185
FT1503,Draw,FALSE,Light Heavyweight,3,Brandon Vera,339,Orthodox,Thiago Silva,481,Orthodox,1/1/2011,Steve Mazzagatti,r17,187.96,190.5,187.96,193.04,205,230
FT1505,Red ,FALSE,Lightweight,3,Clay Guida,438,Orthodox,Takanori Gomi,711,Southpaw,1/1/2011,Josh Rosenthal,r27,170.18,170.18,177.8,177.8,155,155
FT1501,Draw,TRUE ,Lightweight,5,Frankie Edgar,461,Orthodox,Gray Maynard,494,Orthodox,1/1/2011,Yves Lavigne,r20,175.26,167.64,177.8,172.72,155,145
FT1506,Red ,FALSE,Lightweight,3,Jeremy Stephens,482,Orthodox,Marcus Davis,362,Southpaw,1/1/2011,Kim Winslow,r47,177.8,172.72,177.8,180.34,170,145
FT1504,Blue,FALSE,Welterweight,3,Nate Diaz,492,Southpaw,Dong Hyun Kim,556,Southpaw,1/1/2011,Yves Lavigne,r20,187.96,182.88,193.04,193.04,170,170
FT1511,Red ,FALSE,Lightweight,3,Jacob Volkmann,680,Southpaw,Antonio McKee,778,Southpaw,1/1/2011,Steve Mazzagatti,r17,172.72,175.26,NULL,180.34,155,155
FT1510,Red ,FALSE,Welterweight,3,Daniel Roberts,707,Southpaw,Greg Soto,709,Orthodox,1/1/2011,Kim Winslow,r47,180.34,177.8,185.42,187.96,170,170
FT1507,Red ,FALSE,Featherweight,3,Dustin Poirier,775,Southpaw,Josh Grispi,776,Orthodox,1/1/2011,Steve Mazzagatti,r17,180.34,175.26,187.96,182.88,145,155
FT1512,Red ,FALSE,Lightweight,3,Melvin Guillard,356,Orthodox,Evan Dunham,631,Southpaw,1/22/2011,Mario Yamasaki,r7,177.8,175.26,177.8,172.72,155,155
FT1514,Red ,FALSE,Featherweight,3,Mark Hominick,373,Orthodox,George Roop,613,Orthodox,1/22/2011,Don Turnage,r54,185.42,172.72,182.88,172.72,135,145
FT1516,Blue,FALSE,Lightweight,3,Cole Miller,493,Orthodox,Matt Wiman,386,Orthodox,1/22/2011,Dan Miragliotta,r25,177.8,185.42,172.72,187.96,155,145
FT1515,Red ,FALSE,Heavyweight,3,Pat Barry,615,Orthodox,Joey Beltran,702,Orthodox,1/22/2011,Mario Yamasaki,r7,185.42,180.34,190.5,187.96,185,235
FT1518,Red ,FALSE,Welterweight,3,DaMarques Johnson,653,Orthodox,Mike Guymon,699,Orthodox,1/22/2011,Don Turnage,r54,182.88,185.42,187.96,190.5,170,170
FT1513,Red ,FALSE,Heavyweight,3,Matt Mitrione,684,Switch,Tim Hague,646,Orthodox,1/22/2011,Dan Miragliotta,r25,193.04,190.5,193.04,200.66,260,265
FT1521,Red ,FALSE,Welterweight,3,Charlie Brenneman,710,Orthodox,Amilcar Alves,737,Southpaw,1/22/2011,Jon Schorle,r19,182.88,177.8,NULL,182.88,170,155
FT1520,Red ,FALSE,Lightweight,3,Waylon Lowe,715,Southpaw,Willamy Freire,780,NULL,1/22/2011,Dan Miragliotta,r25,172.72,170.18,NULL,NULL,155,145
FT1517,Blue,FALSE,Lightweight,3,Cody McKenzie,761,Switch,Yves Edwards,238,Southpaw,1/22/2011,Jon Schorle,r19,175.26,182.88,185.42,182.88,155,155
FT1522,Blue,FALSE,Bantamweight,3,Will Campuzano,764,Orthodox,Chris Cariaso,781,Southpaw,1/22/2011,Don Turnage,r54,160.02,175.26,160.02,177.8,125,125
FT1519,Red ,FALSE,Featherweight,3,Rani Yahya,779,Orthodox,Mike Brown,298,Orthodox,1/22/2011,Mario Yamasaki,r7,167.64,167.64,177.8,170.18,145,135
FT1524,Red ,FALSE,Light Heavyweight,3,Forrest Griffin,314,Orthodox,Rich Franklin,269,Southpaw,2/5/2011,Steve Mazzagatti,r17,185.42,190.5,190.5,195.58,185,205
FT1523,Red ,TRUE ,Middleweight,5,Anderson Silva,402,Southpaw,Vitor Belfort,86,Southpaw,2/5/2011,Mario Yamasaki,r7,182.88,187.96,187.96,195.58,185,185
FT1531,Red ,FALSE,Lightweight,3,Paul Taylor,475,Orthodox,Gabe Ruediger,429,Orthodox,2/5/2011,Kim Winslow,r47,177.8,182.88,NULL,182.88,155,155
FT1525,Red ,FALSE,Light Heavyweight,3,Jon Jones,578,Orthodox,Ryan Bader,600,Orthodox,2/5/2011,Herb Dean,r18,187.96,193.04,187.96,213.36,205,205
FT1532,Red ,FALSE,Light Heavyweight,3,Kyle Kingsbury,612,Orthodox,Ricardo Romero,730,Orthodox,2/5/2011,Steve Mazzagatti,r17,182.88,193.04,193.04,193.04,205,205
FT1533,Red ,FALSE,Welterweight,3,Mike Pierce,665,Orthodox,Kenny Robertson,788,Orthodox,2/5/2011,Herb Dean,r18,177.8,172.72,187.96,177.8,170,170
FT1526,Red ,FALSE,Welterweight,3,Jake Ellenberger,666,Orthodox,Carlos Eduardo Rocha,754,Orthodox,2/5/2011,Kim Winslow,r47,177.8,175.26,177.8,180.34,170,170
FT1527,Red ,FALSE,Bantamweight,3,Miguel Torres,782,Orthodox,Antonio Banuelos,786,Orthodox,2/5/2011,Mario Yamasaki,r7,165.1,175.26,160.02,193.04,135,135
FT1528,Red ,FALSE,Lightweight,3,Donald Cerrone,783,Orthodox,Paul Kelly,537,Orthodox,2/5/2011,Steve Mazzagatti,r17,175.26,185.42,177.8,185.42,155,155
FT1529,Red ,FALSE,Featherweight,3,Chad Mendes,784,Orthodox,Michihiro Omigawa,514,Orthodox,2/5/2011,Herb Dean,r18,167.64,167.64,172.72,167.64,145,145
FT1530,Blue,FALSE,Bantamweight,3,Norifumi Yamamoto,785,Southpaw,Demetrious Johnson,787,Orthodox,2/5/2011,Mario Yamasaki,r7,160.02,162.56,167.64,167.64,125,135
FT1534,Draw,FALSE,Welterweight,3,BJ Penn,227,Orthodox,Jon Fitch,341,Orthodox,2/26/2011,Herb Dean,r18,182.88,175.26,193.04,177.8,170,155
FT1535,Red ,FALSE,Middleweight,3,Michael Bisping,388,Orthodox,Jorge Rivera,281,Orthodox,2/26/2011,Marc Goddard,r37,185.42,185.42,185.42,190.5,185,185
FT1536,Blue,FALSE,Lightweight,3,George Sotiropoulos,521,Orthodox,Dennis Siver,478,Orthodox,2/26/2011,Leon Roberts,r38,167.64,177.8,177.8,180.34,145,155
FT1539,Red ,FALSE,Lightweight,3,Ross Pearson,651,Orthodox,Spencer Fisher,340,Southpaw,2/26/2011,Herb Dean,r18,170.18,172.72,177.8,175.26,155,155
FT1540,Red ,FALSE,Light Heavyweight,3,Alexander Gustafsson,677,Orthodox,James Te Huna,705,Orthodox,2/26/2011,Marc Goddard,r37,187.96,195.58,190.5,200.66,185,205
FT1538,Blue,FALSE,Middleweight,3,Chris Camozzi,722,Orthodox,Kyle Noke,727,Southpaw,2/26/2011,John Sharp,r59,185.42,187.96,193.04,193.04,170,185
FT1544,Red ,FALSE,Heavyweight,3,Mark Hunt,741,Orthodox,Chris Tuchscherer,664,Orthodox,2/26/2011,John Sharp,r59,187.96,177.8,193.04,182.88,258,265
FT1537,Red ,FALSE,Welterweight,3,Brian Ebersole,789,Southpaw,Chris Lytle,216,Orthodox,2/26/2011,Steve Perceval,r60,180.34,182.88,172.72,185.42,170,170
FT1541,Red ,FALSE,Middleweight,3,Nick Ring,790,Southpaw,Riki Fukuda,794,Southpaw,2/26/2011,Leon Roberts,r38,182.88,182.88,185.42,187.96,185,185
FT1542,Blue,FALSE,Light Heavyweight,3,Tom Blackledge,791,NULL,Anthony Perosh,408,Orthodox,2/26/2011,John Sharp,r59,190.5,NULL,190.5,NULL,205,205
FT1543,Red ,FALSE,Featherweight,3,Tiequan Zhang,792,Orthodox,Jason Reinhardt,518,Orthodox,2/26/2011,Steve Perceval,r60,167.64,172.72,NULL,177.8,135,155
FT1545,Blue,FALSE,Lightweight,3,Maciej Jewtuszko,793,Southpaw,Curt Warburton,747,Orthodox,2/26/2011,Steve Perceval,r60,182.88,182.88,185.42,NULL,155,155
FT1546,Red ,FALSE,Welterweight,3,Diego Sanchez,315,Southpaw,Martin Kampmann,410,Orthodox,3/3/2011,Herb Dean,r18,182.88,177.8,182.88,182.88,170,170
FT1548,Blue,FALSE,Middleweight,3,Alessio Sakara,348,Orthodox,Chris Weidman,797,Orthodox,3/3/2011,Gary Copeland,r71,187.96,182.88,198.12,182.88,185,185
FT1551,Blue,FALSE,Lightweight,3,Joe Stevenson,354,Orthodox,Danny Castillo,799,Orthodox,3/3/2011,Gary Copeland,r71,175.26,170.18,180.34,177.8,155,145
FT1552,Blue,FALSE,Lightweight,3,Thiago Tavares,469,Orthodox,Shane Roller,800,Orthodox,3/3/2011,Mario Yamasaki,r7,177.8,170.18,182.88,172.72,155,145
FT1554,Blue,FALSE,Middleweight,3,Rob Kimmons,563,Orthodox,Dongi Yang,750,Southpaw,3/3/2011,Gary Copeland,r71,177.8,177.8,180.34,185.42,185,185
FT1547,Blue,FALSE,Middleweight,3,CB Dollaway,564,Orthodox,Mark Munoz,636,Orthodox,3/3/2011,Mario Yamasaki,r7,182.88,187.96,182.88,193.04,185,185
FT1550,Blue,FALSE,Light Heavyweight,3,Steve Cantwell,596,Orthodox,Cyrille Diabate,716,Southpaw,3/3/2011,Herb Dean,r18,198.12,187.96,205.74,190.5,205,185
FT1556,Red ,FALSE,Light Heavyweight,3,Igor Pokrajac,674,Orthodox,Todd Brown,734,Orthodox,3/3/2011,Chris Kinman,r72,180.34,182.88,NULL,193.04,205,205
FT1555,Blue,FALSE,Middleweight,3,David Branch,731,Orthodox,Rousimar Palhares,554,Orthodox,3/3/2011,Mario Yamasaki,r7,172.72,185.42,180.34,198.12,170,185
FT1549,Red ,FALSE,Bantamweight,3,Brian Bowles,795,Orthodox,Damacio Page,798,Orthodox,3/3/2011,Chris Kinman,r72,167.64,170.18,167.64,177.8,135,135
FT1553,Red ,FALSE,Bantamweight,3,Takeya Mizugaki,796,Orthodox,Reuben Duran,801,Orthodox,3/3/2011,Herb Dean,r18,170.18,170.18,175.26,172.72,135,135
FT1564,Blue,FALSE,Welterweight,3,Ricardo Almeida,230,Orthodox,Mike Pyle,647,Orthodox,3/19/2011,Kevin MacDonald,r73,182.88,182.88,187.96,187.96,170,170
FT1565,Blue,FALSE,Lightweight,3,Kurt Pellegrino,409,Orthodox,Gleison Tibau,447,Southpaw,3/19/2011,Herb Dean,r18,177.8,172.72,180.34,177.8,155,155
FT1561,Blue,FALSE,Heavyweight,3,Mirko Cro Cop,459,Southpaw,Brendan Schaub,687,Orthodox,3/19/2011,Herb Dean,r18,193.04,187.96,198.12,185.42,245,230
FT1557,Blue,TRUE ,Light Heavyweight,5,Mauricio Rua,511,Orthodox,Jon Jones,578,Orthodox,3/19/2011,Herb Dean,r18,193.04,185.42,213.36,193.04,205,205
FT1562,Red ,FALSE,Light Heavyweight,3,Luiz Cane,536,Southpaw,Eliot Marshall,603,Orthodox,3/19/2011,Dan Miragliotta,r25,187.96,187.96,195.58,195.58,205,185
FT1560,Blue,FALSE,Middleweight,3,Dan Miller,586,Orthodox,Nate Marquardt,335,Orthodox,3/19/2011,Dan Miragliotta,r25,182.88,185.42,187.96,187.96,185,185
FT1559,Red ,FALSE,Lightweight,3,Jim Miller,589,Southpaw,Kamal Shalorus,807,Orthodox,3/19/2011,Kevin Mulhall,r26,172.72,172.72,172.72,180.34,155,155
FT1563,Red ,FALSE,Lightweight,3,Edson Barboza,757,Orthodox,Anthony Njokuani,808,Orthodox,3/19/2011,Keith Peterson,r48,185.42,180.34,190.5,190.5,155,155
FT1558,Red ,FALSE,Bantamweight,3,Urijah Faber,802,Orthodox,Eddie Wineland,806,Orthodox,3/19/2011,Keith Peterson,r48,170.18,167.64,175.26,170.18,135,135
FT1566,Red ,FALSE,Bantamweight,3,Joseph Benavidez,803,Southpaw,Ian Loveland,762,Orthodox,3/19/2011,Kevin Mulhall,r26,172.72,162.56,NULL,165.1,145,125
FT1567,Blue,FALSE,Catch Weight,3,Costas Philippou,804,Orthodox,Nick Catone,626,Southpaw,3/19/2011,Keith Peterson,r48,182.88,180.34,182.88,185.42,185,185
FT1568,Red ,FALSE,Featherweight,3,Erik Koch,805,Southpaw,Raphael Assuncao,809,Orthodox,3/19/2011,Kevin Mulhall,r26,165.1,177.8,167.64,180.34,135,155
FT1570,Red ,FALSE,Welterweight,3,Anthony Johnson,484,Orthodox,Dan Hardy,588,Orthodox,3/26/2011,Josh Rosenthal,r27,182.88,187.96,187.96,198.12,170,205
FT1575,Red ,FALSE,Welterweight,3,John Hathaway,618,Orthodox,Kris McCray,723,Orthodox,3/26/2011,Herb Dean,r18,182.88,185.42,193.04,190.5,170,170
FT1571,Blue,FALSE,Welterweight,3,DaMarques Johnson,653,Orthodox,Amir Sadollah,560,Orthodox,3/26/2011,Mario Yamasaki,r7,177.8,185.42,187.96,190.5,170,170
FT1578,Red ,FALSE,Welterweight,3,Johny Hendricks,659,Southpaw,TJ Waldburger,738,Orthodox,3/26/2011,Mario Yamasaki,r7,180.34,175.26,190.5,175.26,170,185
FT1573,Blue,FALSE,Heavyweight,3,Jon Madsen,686,Orthodox,Mike Russow,662,Orthodox,3/26/2011,Anthony Hamlett,r74,185.42,182.88,185.42,182.88,255,240
FT1569,Red ,FALSE,Light Heavyweight,3,Phil Davis,701,Orthodox,Rogerio Nogueira,679,Southpaw,3/26/2011,Herb Dean,r18,187.96,187.96,190.5,200.66,205,205
FT1579,Blue,FALSE,Middleweight,3,Mario Miranda,712,Orthodox,Aaron Simpson,638,Orthodox,3/26/2011,Dan Miragliotta,r25,182.88,190.5,185.42,187.96,170,185
FT1580,Blue,FALSE,Lightweight,3,Waylon Lowe,715,Southpaw,Nik Lentz,670,Orthodox,3/26/2011,Anthony Hamlett,r74,172.72,170.18,172.72,NULL,155,145
FT1577,Blue,FALSE,Heavyweight,3,Sean McCorkle,743,Orthodox,Christian Morecraft,735,Orthodox,3/26/2011,Anthony Hamlett,r74,198.12,200.66,205.74,205.74,260,265
FT1572,Red ,FALSE,Featherweight,3,Chan Sung Jung,810,Orthodox,Leonard Garcia,472,Orthodox,3/26/2011,Dan Miragliotta,r25,177.8,170.18,175.26,182.88,145,145
FT1574,Blue,FALSE,Featherweight,3,Alex Caceres,811,Southpaw,Mackens Semerzier,813,Orthodox,3/26/2011,Mario Yamasaki,r7,175.26,177.8,182.88,185.42,145,145
FT1576,Red ,FALSE,Bantamweight,3,Michael McDonald,812,Orthodox,Edwin Figueroa,814,Orthodox,3/26/2011,Josh Rosenthal,r27,170.18,175.26,175.26,177.8,135,135
FT1584,Red ,FALSE,Light Heavyweight,3,Vladimir Matyushenko,233,Orthodox,Jason Brilz,584,Orthodox,4/30/2011,Dan Miragliotta,r25,180.34,182.88,180.34,187.96,205,205
FT1581,Red ,TRUE ,Welterweight,5,Georges St-Pierre,293,Orthodox,Jake Shields,749,Orthodox,4/30/2011,Herb Dean,r18,182.88,180.34,182.88,193.04,170,185
FT1589,Red ,FALSE,Bantamweight,3,Ivan Menjivar,300,Orthodox,Charlie Valencia,818,Orthodox,4/30/2011,John McCarthy,r2,160.02,167.64,162.56,162.56,135,145
FT1590,Red ,FALSE,Middleweight,3,Jason MacDonald,433,Orthodox,Ryan Jensen,507,Orthodox,4/30/2011,Herb Dean,r18,185.42,190.5,193.04,203.2,185,185
FT1583,Red ,FALSE,Light Heavyweight,3,Lyoto Machida,462,Southpaw,Randy Couture,93,Orthodox,4/30/2011,Yves Lavigne,r20,185.42,185.42,190.5,187.96,205,185
FT1586,Blue,FALSE,Welterweight,3,Nate Diaz,492,Southpaw,Rory MacDonald,697,Orthodox,4/30/2011,John McCarthy,r2,182.88,182.88,193.04,193.04,170,170
FT1585,Blue,FALSE,Lightweight,3,Mark Bocek,505,Orthodox,Benson Henderson,817,Southpaw,4/30/2011,Yves Lavigne,r20,175.26,172.72,177.8,190.5,170,155
FT1587,Red ,FALSE,Welterweight,3,Jake Ellenberger,666,Orthodox,Sean Pierson,773,Southpaw,4/30/2011,Herb Dean,r18,182.88,175.26,193.04,180.34,170,170
FT1588,Blue,FALSE,Welterweight,3,Daniel Roberts,707,Southpaw,Claude Patrick,717,Orthodox,4/30/2011,Dan Miragliotta,r25,180.34,177.8,190.5,187.96,170,170
FT1591,Red ,FALSE,Lightweight,3,John Makdessi,774,Orthodox,Kyle Watson,769,NULL,4/30/2011,Dan Miragliotta,r25,182.88,172.72,NULL,172.72,155,155
FT1582,Red ,TRUE ,Featherweight,5,Jose Aldo,815,Orthodox,Mark Hominick,373,Orthodox,4/30/2011,John McCarthy,r2,172.72,170.18,172.72,177.8,145,145
FT1592,Blue,FALSE,Featherweight,3,Yves Jabouin,816,Orthodox,Pablo Garza,771,Orthodox,4/30/2011,Yves Lavigne,r20,185.42,170.18,185.42,172.72,145,135
FT1594,Red ,FALSE,Heavyweight,3,Frank Mir,240,Southpaw,Roy Nelson,682,Orthodox,5/28/2011,Josh Rosenthal,r27,182.88,190.5,182.88,200.66,263,264
FT1596,Blue,FALSE,Welterweight,3,Thiago Alves,344,Orthodox,Rick Story,649,Southpaw,5/28/2011,Kim Winslow,r47,175.26,175.26,180.34,177.8,170,170
FT1599,Blue,FALSE,Middleweight,3,Kendall Grove,389,Orthodox,Tim Boetsch,542,Orthodox,5/28/2011,Steve Mazzagatti,r17,182.88,198.12,187.96,200.66,185,185
FT1600,Red ,FALSE,Lightweight,3,Gleison Tibau,447,Southpaw,Rafaello Oliveira,672,Orthodox,5/28/2011,Kim Winslow,r47,172.72,177.8,180.34,180.34,155,155
FT1593,Red ,FALSE,Light Heavyweight,3,Rampage Jackson,460,Orthodox,Matt Hamill,392,Orthodox,5/28/2011,Herb Dean,r18,185.42,185.42,193.04,185.42,205,205
FT1595,Blue,FALSE,Heavyweight,3,Stefan Struve,634,Orthodox,Travis Browne,729,Orthodox,5/28/2011,Steve Mazzagatti,r17,198.12,210.82,200.66,213.36,255,265
FT1597,Red ,FALSE,Middleweight,3,Brian Stann,644,Orthodox,Jorge Santiago,403,Orthodox,5/28/2011,Herb Dean,r18,185.42,185.42,187.96,187.96,170,205
FT1598,Blue,FALSE,Bantamweight,3,Miguel Torres,782,Orthodox,Demetrious Johnson,787,Orthodox,5/28/2011,Josh Rosenthal,r27,160.02,175.26,167.64,193.04,125,135
FT1601,Red ,FALSE,Bantamweight,3,Michael McDonald,812,Orthodox,Chris Cariaso,781,Southpaw,5/28/2011,Josh Rosenthal,r27,160.02,175.26,160.02,177.8,125,135
FT1602,Blue,FALSE,Bantamweight,3,Cole Escovedo,819,Orthodox,Renan Barao,820,Orthodox,5/28/2011,Steve Mazzagatti,r17,167.64,170.18,177.8,182.88,135,135
FT1605,Red ,FALSE,Middleweight,3,Ed Herman,395,Orthodox,Tim Credeur,566,Orthodox,6/4/2011,Herb Dean,r18,190.5,185.42,190.5,195.58,185,205
FT1604,Red ,FALSE,Lightweight,3,Clay Guida,438,Orthodox,Anthony Pettis,828,Orthodox,6/4/2011,Steve Mazzagatti,r17,177.8,170.18,182.88,177.8,170,155
FT1606,Blue,FALSE,Light Heavyweight,3,Fabio Maldonado,748,Orthodox,Kyle Kingsbury,612,Orthodox,6/4/2011,Chris Tognoni,r70,193.04,185.42,193.04,190.5,205,205
FT1609,Blue,FALSE,Featherweight,3,Josh Grispi,776,Orthodox,George Roop,613,Orthodox,6/4/2011,Herb Dean,r18,185.42,180.34,182.88,187.96,135,145
FT1613,Red ,FALSE,Bantamweight,3,Reuben Duran,801,Orthodox,Francisco Rivera,833,Orthodox,6/4/2011,Herb Dean,r18,172.72,170.18,172.72,175.26,135,135
FT1603,Blue,TRUE ,Welterweight,3,Ramsey Nijem,821,Orthodox,Tony Ferguson,827,Orthodox,6/4/2011,Josh Rosenthal,r27,180.34,180.34,193.04,190.5,155,155
FT1607,Blue,FALSE,Welterweight,3,Chuck O'Neil,822,NULL,Chris Cope,829,Orthodox,6/4/2011,Josh Rosenthal,r27,182.88,187.96,182.88,NULL,170,170
FT1608,Blue,FALSE,Lightweight,3,Danny Downes,823,Orthodox,Jeremy Stephens,482,Orthodox,6/4/2011,Steve Mazzagatti,r17,172.72,182.88,180.34,182.88,145,155
FT1610,Blue,FALSE,Welterweight,3,Ryan McGillivray,824,NULL,Shamar Bailey,830,NULL,6/4/2011,Chris Tognoni,r70,175.26,180.34,190.5,NULL,155,170
FT1611,Red ,FALSE,Welterweight,3,Clay Harvison,825,NULL,Justin Edwards,831,Orthodox,6/4/2011,Josh Rosenthal,r27,177.8,185.42,177.8,187.96,155,170
FT1612,Red ,FALSE,Bantamweight,3,Scott Jorgensen,826,Orthodox,Ken Stone,832,NULL,6/4/2011,Steve Mazzagatti,r17,172.72,165.1,180.34,167.64,135,135
FT1619,Blue,FALSE,Lightweight,3,Yves Edwards,238,Southpaw,Sam Stout,374,Orthodox,6/11/2011,John McCarthy,r2,175.26,175.26,177.8,185.42,155,155
FT1615,Red ,FALSE,Featherweight,3,Kenny Florian,323,Southpaw,Diego Nunes,777,Orthodox,6/11/2011,John McCarthy,r2,167.64,177.8,170.18,187.96,145,145
FT1614,Blue,FALSE,Heavyweight,3,Shane Carwin,557,Orthodox,Junior Dos Santos,592,Orthodox,6/11/2011,Herb Dean,r18,193.04,187.96,195.58,203.2,238,265
FT1621,Blue,FALSE,Light Heavyweight,3,Mike Massenzio,585,Southpaw,Krzysztof Soszynski,602,Open Stance,6/11/2011,Kevin Dornan,r65,185.42,187.96,195.58,185.42,205,185
FT1616,Red ,FALSE,Middleweight,3,Mark Munoz,636,Orthodox,Demian Maia,515,Southpaw,6/11/2011,Jerin Valel,r75,185.42,182.88,182.88,182.88,170,185
FT1624,Red ,FALSE,Heavyweight,3,Joey Beltran,702,Orthodox,Aaron Rosa,839,Orthodox,6/11/2011,Jerin Valel,r75,193.04,185.42,198.12,190.5,205,185
FT1625,Red ,FALSE,Featherweight,3,Darren Elkins,706,Orthodox,Michihiro Omigawa,514,Orthodox,6/11/2011,Kevin Dornan,r65,167.64,177.8,172.72,180.34,145,145
FT1620,Blue,FALSE,Middleweight,3,Jesse Bongfeldt,772,Orthodox,Chris Weidman,797,Orthodox,6/11/2011,Jerin Valel,r75,187.96,182.88,198.12,NULL,185,185
FT1623,Red ,FALSE,Featherweight,3,Dustin Poirier,775,Southpaw,Jason Young,838,Orthodox,6/11/2011,John McCarthy,r2,175.26,175.26,185.42,182.88,145,155
FT1622,Red ,FALSE,Middleweight,3,Nick Ring,790,Southpaw,James Head,837,Orthodox,6/11/2011,Herb Dean,r18,185.42,182.88,185.42,187.96,170,185
FT1617,Red ,FALSE,Heavyweight,3,Dave Herman,834,Orthodox,Jon Olav Einemo,836,Orthodox,6/11/2011,Kevin Dornan,r65,198.12,193.04,NULL,193.04,253,242
FT1618,Blue,FALSE,Lightweight,3,Vagner Rocha,835,Orthodox,Donald Cerrone,783,Orthodox,6/11/2011,Herb Dean,r18,185.42,177.8,185.42,185.42,155,155
FT1631,Blue,FALSE,Featherweight,3,Joe Stevenson,354,Orthodox,Javier Vazquez,841,Southpaw,6/26/2011,Keith Peterson,r48,170.18,170.18,175.26,177.8,145,145
