fight_id,winner,title_bout,weight_class,no_of_rounds,r_fighter,r_fighter_id,r_fighter_stance,b_fighter,b_fighter_id,b_fighter_stance,date,referee,referee_id,b_fighter_height,r_fighter_height,b_fighter_reach,r_fighter_reach,b_fighter_weight,r_fighter_weight
FT4004,Red ,FALSE,Lightweight,3,Anthony Rocco Martin,1177,Orthodox,Alex White,1224,Southpaw,1/15/2017,Al Guinee,r121,182.88,182.88,180.34,185.42,155,170
FT4003,Red ,FALSE,Heavyweight,3,Aleksei Oleinik,1260,Orthodox,Viktor Pesta,1241,Orthodox,1/15/2017,Nic Jones,r150,190.5,187.96,195.58,203.2,240,240
FT4002,Blue,FALSE,Bantamweight,3,Frankie Saenz,1304,Orthodox,Augusto Mendes,1507,Orthodox,1/15/2017,Herb Dean,r18,167.64,167.64,165.1,167.64,135,135
FT3997,Red ,FALSE,Featherweight,5,Yair Rodriguez,1347,NULL,BJ Penn,227,Orthodox,1/15/2017,John McCarthy,r2,175.26,180.34,177.8,180.34,155,145
FT4005,Blue,FALSE,Women's Strawweight,3,Jocelyn Jones-Lybarger,1489,Orthodox,Nina Ansaroff,1344,Orthodox,1/15/2017,Nic Jones,r150,165.1,170.18,162.56,162.56,115,115
FT4007,Blue,FALSE,Light Heavyweight,3,Bojan Mihajlovic,1548,Orthodox,Joachim Christensen,1579,Orthodox,1/15/2017,Nic Jones,r150,190.5,180.34,193.04,185.42,205,205
FT4008,Blue,FALSE,Heavyweight,3,Dmitrii Smoliakov,1550,Switch,Cyril Asker,1521,Orthodox,1/15/2017,Al Guinee,r121,182.88,187.96,187.96,187.96,247,253
FT4001,Blue,FALSE,Lightweight,3,Devin Powell,1612,Orthodox,Drakkar Klose,1613,Orthodox,1/15/2017,John McCarthy,r2,175.26,182.88,177.8,185.42,155,155
FT4011,Blue,FALSE,Heavyweight,3,Andrei Arlovski,210,Orthodox,Francis Ngannou,1490,Orthodox,1/28/2017,Adam Martinez,r29,193.04,190.5,210.82,195.58,250,240
FT4013,Blue,FALSE,Middleweight,3,Nate Marquardt,335,Orthodox,Sam Alvey,1303,Southpaw,1/28/2017,Herb Dean,r18,187.96,182.88,190.5,187.96,205,185
FT4010,Blue,FALSE,Welterweight,3,Donald Cerrone,783,Orthodox,Jorge Masvidal,1065,Orthodox,1/28/2017,Herb Dean,r18,180.34,185.42,187.96,185.42,170,155
FT4014,Red ,FALSE,Bantamweight,3,Raphael Assuncao,809,Orthodox,Aljamain Sterling,1191,Orthodox,1/28/2017,Tim Mills,r30,170.18,165.1,180.34,167.64,135,135
FT4012,Blue,FALSE,Featherweight,3,Alex Caceres,811,Southpaw,Jason Knight,1486,Orthodox,1/28/2017,Tom Johnson,r61,177.8,177.8,180.34,185.42,145,145
FT4018,Red ,FALSE,Light Heavyweight,3,Marcos Rogerio de Lima,1239,Orthodox,Jeremy Kimball,1617,Switch,1/28/2017,Adam Martinez,r29,182.88,185.42,182.88,190.5,205,253
FT4009,Red ,FALSE,Women's Bantamweight,5,Valentina Shevchenko,1492,Southpaw,Julianna Pena,1135,NULL,1/28/2017,Herb Dean,r18,167.64,165.1,175.26,167.64,135,125
FT4016,Blue,FALSE,Light Heavyweight,3,Henrique da Silva,1532,Orthodox,Jordan Johnson,1616,Orthodox,1/28/2017,Tom Johnson,r61,187.96,190.5,200.66,193.04,205,205
FT4017,Red ,FALSE,Middleweight,3,Eric Spicely,1543,Orthodox,Alessio Di Chirico,1516,Orthodox,1/28/2017,Tim Mills,r30,182.88,185.42,187.96,185.42,185,185
FT4020,Red ,FALSE,Lightweight,3,Jason Gonzalez,1572,Southpaw,JC Cottrell,1549,Orthodox,1/28/2017,Tim Mills,r30,175.26,187.96,180.34,187.96,155,155
FT4015,Blue,FALSE,Welterweight,3,Bobby Nash,1614,Orthodox,Li Jingliang,1235,Orthodox,1/28/2017,Adam Martinez,r29,182.88,182.88,180.34,187.96,170,170
FT4019,Red ,FALSE,Flyweight,3,Alexandre Pantoja,1615,Orthodox,Eric Shelton,1618,Orthodox,1/28/2017,Tom Johnson,r61,167.64,165.1,172.72,170.18,125,125
FT4021,Blue,FALSE,Featherweight,5,Dennis Bermudez,889,Orthodox,Chan Sung Jung,810,Orthodox,2/4/2017,Herb Dean,r18,170.18,167.64,182.88,167.64,145,155
FT4023,Blue,FALSE,Lightweight,3,Abel Trujillo,999,Orthodox,James Vick,1103,Orthodox,2/4/2017,Kerry Hatley,r24,190.5,172.72,193.04,177.8,155,155
FT4024,Blue,FALSE,Light Heavyweight,3,Ovince Saint Preux,1071,Southpaw,Volkan Oezdemir,1620,Orthodox,2/4/2017,Chris Reed,r151,187.96,190.5,190.5,203.2,205,205
FT4026,Red ,FALSE,Women's Strawweight,3,Jessica Andrade,1095,Orthodox,Angela Hill,1379,Orthodox,2/4/2017,Jacob Montalvo,r79,160.02,154.94,162.56,157.48,115,115
FT4028,Red ,FALSE,Featherweight,3,Chas Skelly,1228,Orthodox,Chris Gruetzemacher,1484,Orthodox,2/4/2017,Chris Reed,r151,172.72,180.34,172.72,182.88,155,145
FT4025,Blue,FALSE,Heavyweight,3,Anthony Hamilton,1266,Orthodox,Marcel Fortuna,1621,Orthodox,2/4/2017,Herb Dean,r18,185.42,195.58,187.96,193.04,205,260
FT4030,Red ,FALSE,Women's Strawweight,3,Tecia Torres,1369,Orthodox,Bec Rawlings,1367,Orthodox,2/4/2017,Jacob Montalvo,r79,167.64,154.94,162.56,152.4,125,115
FT4032,Blue,FALSE,Light Heavyweight,3,Daniel Jolly,1461,Orthodox,Khalil Rountree Jr.,1539,Southpaw,2/4/2017,Chris Reed,r151,185.42,185.42,193.04,190.5,205,205
FT4031,Draw,FALSE,Welterweight,3,Alex Morono,1495,Orthodox,Niko Price,1611,Orthodox,2/4/2017,Kerry Hatley,r24,182.88,180.34,193.04,182.88,170,170
FT4027,Draw,FALSE,Heavyweight,3,Adam Milstead,1531,Orthodox,Curtis Blaydes,1517,Orthodox,2/4/2017,Kerry Hatley,r24,193.04,190.5,203.2,193.04,265,205
FT4022,Blue,FALSE,Women's Strawweight,3,Alexa Grasso,1583,Orthodox,Felice Herrig,1366,Orthodox,2/4/2017,Jacob Montalvo,r79,162.56,165.1,165.1,167.64,115,115
FT4029,Red ,FALSE,Bantamweight,3,Ricardo Ramos,1619,Orthodox,Michinori Tanaka,1257,Orthodox,2/4/2017,Herb Dean,r18,165.1,175.26,170.18,182.88,135,135
FT4034,Red ,FALSE,Middleweight,3,Anderson Silva,402,Southpaw,Derek Brunson,1015,Southpaw,2/11/2017,Yves Lavigne,r20,185.42,187.96,195.58,195.58,185,185
FT4040,Blue,FALSE,Lightweight,3,Nik Lentz,670,Orthodox,Islam Makhachev,1421,Orthodox,2/11/2017,Kevin MacDonald,r73,177.8,172.72,177.8,172.72,155,155
FT4037,Red ,FALSE,Lightweight,3,Dustin Poirier,775,Southpaw,Jim Miller,589,Southpaw,2/11/2017,Todd Ronald Anderson,r100,172.72,175.26,180.34,182.88,155,155
FT4036,Red ,FALSE,Light Heavyweight,3,Glover Teixeira,944,Orthodox,Jared Cannonier,1388,Switch,2/11/2017,Kevin MacDonald,r73,180.34,187.96,195.58,193.04,185,205
FT4042,Red ,FALSE,Welterweight,3,Ryan LaFlare,1047,Southpaw,Roan Carneiro,468,Orthodox,2/11/2017,Dan Miragliotta,r25,180.34,185.42,187.96,187.96,170,170
FT4035,Red ,FALSE,Middleweight,3,Jacare Souza,1074,Orthodox,Tim Boetsch,542,Orthodox,2/11/2017,Dan Miragliotta,r25,182.88,185.42,187.96,182.88,185,185
FT4039,Red ,FALSE,Flyweight,3,Wilson Reis,1114,Southpaw,Ulka Sasaki,1315,Southpaw,2/11/2017,Dan Miragliotta,r25,177.8,162.56,180.34,165.1,125,125
FT4033,Blue,TRUE ,Women's Featherweight,5,Holly Holm,1399,Southpaw,Germaine de Randamie,1097,Orthodox,2/11/2017,Todd Ronald Anderson,r100,175.26,172.72,180.34,175.26,135,145
FT4038,Blue,FALSE,Welterweight,3,Randy Brown,1501,Orthodox,Belal Muhammad,1535,Orthodox,2/11/2017,Yves Lavigne,r20,180.34,190.5,182.88,198.12,170,170
FT4041,Red ,FALSE,Featherweight,3,Rick Glenn,1573,Southpaw,Phillipe Nover,607,Orthodox,2/11/2017,Yves Lavigne,r20,175.26,182.88,182.88,177.8,145,145
FT4044,Red ,FALSE,Middleweight,3,Johny Hendricks,659,Southpaw,Hector Lombard,980,Southpaw,2/19/2017,Brad Jardine,r118,175.26,175.26,180.34,175.26,185,185
FT4045,Blue,FALSE,Featherweight,3,Sam Sicilia,955,Orthodox,Gavin Tucker,1623,Southpaw,2/19/2017,Cyril Desjardins,r117,167.64,172.72,167.64,170.18,145,145
FT4047,Red ,FALSE,Women's Bantamweight,3,Sara McMann,1069,Orthodox,Gina Mazany,1624,Southpaw,2/19/2017,Mario Yamasaki,r7,167.64,167.64,172.72,167.64,135,135
FT4049,Blue,FALSE,Welterweight,3,Nordine Taleb,1212,Orthodox,Santiago Ponzinibbio,1129,Orthodox,2/19/2017,Cyril Desjardins,r117,182.88,185.42,185.42,187.96,170,170
FT4046,Red ,FALSE,Middleweight,3,Elias Theodorou,1214,Orthodox,Cezar Ferreira,963,Southpaw,2/19/2017,Keith Peterson,r48,185.42,185.42,198.12,190.5,185,185
FT4043,Red ,FALSE,Heavyweight,5,Derrick Lewis,1223,Orthodox,Travis Browne,729,Orthodox,2/19/2017,Mario Yamasaki,r7,198.12,190.5,200.66,200.66,255,260
FT4048,Red ,FALSE,Lightweight,3,Paul Felder,1331,Orthodox,Alessandro Ricci,1564,Orthodox,2/19/2017,Brad Jardine,r118,180.34,180.34,175.26,177.8,155,155
FT4050,Blue,FALSE,Women's Strawweight,3,Carla Esparza,1364,NULL,Randa Markos,1373,Orthodox,2/19/2017,Keith Peterson,r48,162.56,154.94,160.02,160.02,115,115
FT4052,Blue,FALSE,Middleweight,3,Jack Marshman,1591,Orthodox,Thiago Santos,1100,Orthodox,2/19/2017,Brad Jardine,r118,187.96,182.88,193.04,185.42,205,185
FT4053,Red ,FALSE,Middleweight,3,Gerald Meerschaert,1603,Southpaw,Ryan Janes,1605,Orthodox,2/19/2017,Keith Peterson,r48,190.5,185.42,193.04,195.58,185,185
FT4051,Red ,FALSE,Bantamweight,3,Aiemann Zahabi,1622,Orthodox,Reginaldo Vieira,1452,NULL,2/19/2017,Mario Yamasaki,r7,170.18,172.72,165.1,172.72,135,135
FT4056,Blue,FALSE,Middleweight,3,Rashad Evans,353,Orthodox,Daniel Kelly,1339,Southpaw,3/4/2017,John McCarthy,r2,182.88,182.88,177.8,190.5,185,205
FT4061,Red ,FALSE,Bantamweight,3,Iuri Alcantara,850,Southpaw,Luke Sanders,1497,Southpaw,3/4/2017,Marc Goddard,r37,167.64,175.26,170.18,180.34,135,135
FT4058,Red ,FALSE,Heavyweight,3,Alistair Overeem,900,Orthodox,Mark Hunt,741,Orthodox,3/4/2017,Marc Goddard,r37,177.8,193.04,182.88,203.2,265,265
FT4054,Red ,TRUE ,Welterweight,5,Tyron Woodley,1021,Orthodox,Stephen Thompson,916,Orthodox,3/4/2017,John McCarthy,r2,182.88,175.26,190.5,187.96,170,170
FT4060,Blue,FALSE,Featherweight,3,Mirsad Bektic,1222,Orthodox,Darren Elkins,706,Orthodox,3/4/2017,Chris Tognoni,r70,177.8,172.72,180.34,177.8,145,145
FT4059,Red ,FALSE,Heavyweight,3,Marcin Tybura,1518,Orthodox,Luis Henrique,1493,Orthodox,3/4/2017,Herb Dean,r18,187.96,190.5,187.96,198.12,243,249
FT4057,Blue,FALSE,Women's Strawweight,3,Amanda Cooper,1540,Switch,Cynthia Calvillo,1625,Orthodox,3/4/2017,Herb Dean,r18,162.56,160.02,162.56,162.56,115,115
FT4055,Blue,FALSE,Lightweight,3,Lando Vannata,1545,Orthodox,David Teymur,1510,Southpaw,3/4/2017,Herb Dean,r18,175.26,175.26,185.42,180.34,155,155
FT4064,Red ,FALSE,Bantamweight,3,Albert Morales,1574,Orthodox,Andre Soukhamthath,1627,Orthodox,3/4/2017,Chris Tognoni,r70,175.26,175.26,177.8,182.88,135,135
FT4062,Red ,FALSE,Heavyweight,3,Mark Godbeer,1592,Orthodox,Daniel Spitz,1626,Orthodox,3/4/2017,Chris Tognoni,r70,200.66,193.04,208.28,195.58,245,240
FT4063,Red ,FALSE,Light Heavyweight,3,Tyson Pedro,1596,Orthodox,Paul Craig,1609,Orthodox,3/4/2017,Marc Goddard,r37,190.5,190.5,193.04,200.66,205,205
FT4065,Draw,FALSE,Middleweight,5,Vitor Belfort,86,Southpaw,Kelvin Gastelum,1055,Southpaw,3/11/2017,John McCarthy,r2,175.26,182.88,180.34,187.96,185,185
FT4066,Red ,FALSE,Light Heavyweight,3,Mauricio Rua,511,Orthodox,Gian Villante,1068,Orthodox,3/11/2017,Mario Yamasaki,r7,190.5,185.42,193.04,193.04,205,205
FT4067,Red ,FALSE,Lightweight,3,Edson Barboza,757,Orthodox,Beneil Dariush,1174,Southpaw,3/11/2017,Osiris Maia,r109,177.8,180.34,182.88,190.5,155,155
FT4073,Blue,FALSE,Bantamweight,3,Rani Yahya,779,Orthodox,Joe Soto,1319,Orthodox,3/11/2017,Camila Albuquerque,r126,167.64,167.64,165.1,170.18,135,135
FT4072,Red ,FALSE,Welterweight,3,Sergio Moraes,970,Orthodox,Davi Ramos,1628,Orthodox,3/11/2017,Osiris Maia,r109,167.64,182.88,177.8,182.88,155,170
FT4075,Blue,FALSE,Featherweight,3,Rony Jason,971,Orthodox,Jeremy Kennedy,1562,Orthodox,3/11/2017,Camila Albuquerque,r126,180.34,170.18,180.34,177.8,145,145
FT4071,Blue,FALSE,Lightweight,3,Francisco Trinaldo,974,Southpaw,Kevin Lee,1179,Orthodox,3/11/2017,Mario Yamasaki,r7,175.26,175.26,195.58,177.8,170,155
FT4068,Blue,FALSE,Flyweight,3,Jussier Formiga,993,Orthodox,Ray Borg,1227,Orthodox,3/11/2017,Mario Yamasaki,r7,162.56,165.1,160.02,170.18,135,125
FT4074,Red ,FALSE,Lightweight,3,Michel Prazeres,1077,Orthodox,Joshua Burkman,355,Orthodox,3/11/2017,John McCarthy,r2,177.8,167.64,182.88,170.18,170,170
FT4069,Draw,FALSE,Women's Bantamweight,3,Bethe Correia,1152,Orthodox,Marion Reneau,1389,Orthodox,3/11/2017,Camila Albuquerque,r126,167.64,165.1,172.72,162.56,135,135
FT4070,Red ,FALSE,Welterweight,3,Alex Oliveira,1403,Orthodox,Tim Means,918,Orthodox,3/11/2017,John McCarthy,r2,187.96,180.34,190.5,193.04,170,170
FT4076,Blue,FALSE,Middleweight,3,Garreth McLellan,1412,Southpaw,Paulo Costa,1629,NULL,3/11/2017,Osiris Maia,r109,185.42,185.42,182.88,182.88,185,185
FT4079,Blue,FALSE,Catch Weight,3,Brad Pickett,870,Orthodox,Marlon Vera,1357,Switch,3/18/2017,Grant Waterman,r106,172.72,167.64,177.8,172.72,135,135
FT4077,Red ,FALSE,Light Heavyweight,3,Jimi Manuwa,990,Orthodox,Corey Anderson,1274,Orthodox,3/18/2017,Leon Roberts,r38,190.5,185.42,200.66,200.66,205,205
FT4078,Red ,FALSE,Welterweight,3,Gunnar Nelson,992,Switch,Alan Jouban,1301,Southpaw,3/18/2017,Marc Goddard,r37,182.88,180.34,185.42,182.88,170,170
FT4086,Red ,FALSE,Middleweight,3,Bradley Scott,1004,NULL,Scott Askham,1335,Southpaw,3/18/2017,Grant Waterman,r106,190.5,185.42,190.5,193.04,185,170
FT4083,Blue,FALSE,Heavyweight,3,Daniel Omielanczuk,1116,Southpaw,Tim Johnson,1406,Southpaw,3/18/2017,Marc Goddard,r37,190.5,182.88,195.58,187.96,265,247
FT4084,Red ,FALSE,Welterweight,3,Leon Edwards,1342,Southpaw,Vicente Luque,1441,Orthodox,3/18/2017,Grant Waterman,r106,180.34,182.88,190.5,187.96,170,170
FT4081,Red ,FALSE,Lightweight,3,Joe Duffy,1401,Orthodox,Reza Madadi,929,Orthodox,3/18/2017,Marc Goddard,r37,180.34,177.8,182.88,185.42,155,155
FT4080,Red ,FALSE,Featherweight,3,Arnold Allen,1430,Southpaw,Makwan Amirkhani,1393,Southpaw,3/18/2017,Neil Hall,r94,177.8,172.72,182.88,177.8,145,145
FT4087,Red ,FALSE,Women's Bantamweight,3,Lina Lansberg,1575,Orthodox,Lucie Pudilova,1630,Orthodox,3/18/2017,Neil Hall,r94,172.72,170.18,170.18,165.1,125,135
FT4085,Red ,FALSE,Lightweight,3,Marc Diakiese,1581,Orthodox,Teemu Packalen,1446,Orthodox,3/18/2017,NULL,NULL,185.42,177.8,182.88,185.42,155,155
FT4082,Blue,FALSE,Light Heavyweight,3,Darren Stewart,1589,Orthodox,Francimar Barroso,1102,Orthodox,3/18/2017,Leon Roberts,r38,185.42,182.88,190.5,187.96,205,185
FT4091,Red ,FALSE,Welterweight,3,Thiago Alves,344,Orthodox,Patrick Cote,308,Orthodox,4/8/2017,Todd Ronald Anderson,r100,180.34,175.26,180.34,177.8,170,170
FT4089,Blue,FALSE,Middleweight,3,Chris Weidman,797,Orthodox,Gegard Mousasi,1039,Orthodox,4/8/2017,Dan Miragliotta,r25,187.96,187.96,193.04,198.12,185,185
FT4093,Red ,FALSE,Featherweight,3,Myles Jury,948,Orthodox,Mike de la Torre,1218,Orthodox,4/8/2017,Dan Miragliotta,r25,180.34,177.8,180.34,185.42,145,145
FT4088,Red ,TRUE ,Light Heavyweight,5,Daniel Cormier,1063,Orthodox,Anthony Johnson,484,Orthodox,4/8/2017,John McCarthy,r2,187.96,180.34,198.12,182.88,205,235
FT4096,Red ,FALSE,Light Heavyweight,3,Patrick Cummins,1189,Orthodox,Jan Blachowicz,1334,Orthodox,4/8/2017,John McCarthy,r2,187.96,187.96,198.12,193.04,205,205
FT4094,Red ,FALSE,Welterweight,3,Kamaru Usman,1438,Switch,Sean Strickland,1205,Orthodox,4/8/2017,Keith Peterson,r48,185.42,182.88,193.04,193.04,170,170
FT4098,Blue,FALSE,Lightweight,3,Josh Emmett,1526,Orthodox,Desmond Green,1632,Southpaw,4/8/2017,Keith Peterson,r48,177.8,167.64,185.42,177.8,155,145
FT4092,Blue,FALSE,Lightweight,3,Will Brooks,1541,Orthodox,Charles Oliveira,733,Orthodox,4/8/2017,John McCarthy,r2,177.8,177.8,187.96,182.88,155,155
FT4099,Red ,FALSE,Women's Bantamweight,3,Katlyn Chookagian,1546,Orthodox,Irene Aldana,1610,Orthodox,4/8/2017,Todd Ronald Anderson,r100,175.26,175.26,172.72,172.72,135,125
FT4097,Red ,FALSE,Lightweight,3,Gregor Gillespie,1576,Orthodox,Andrew Holbrook,1449,Southpaw,4/8/2017,Dan Miragliotta,r25,180.34,170.18,177.8,180.34,155,155
FT4100,Blue,FALSE,Flyweight,3,Jenel Lausa,1597,Orthodox,Magomed Bibulatov,1633,Orthodox,4/8/2017,John McCarthy,r2,165.1,165.1,165.1,172.72,125,125
FT4095,Red ,FALSE,Featherweight,3,Shane Burgos,1604,Orthodox,Charles Rosa,1336,Switch,4/8/2017,Todd Ronald Anderson,r100,175.26,180.34,175.26,190.5,145,145
FT4090,Red ,FALSE,Women's Strawweight,3,Cynthia Calvillo,1625,Orthodox,Pearl Gonzalez,1631,Orthodox,4/8/2017,Keith Peterson,r48,162.56,162.56,172.72,162.56,115,115
FT4104,Blue,FALSE,Featherweight,3,Jeremy Stephens,482,Orthodox,Renato Moicano,1385,Orthodox,4/15/2017,Mike England,r152,180.34,172.72,182.88,180.34,145,145
FT4101,Red ,TRUE ,Flyweight,5,Demetrious Johnson,787,Orthodox,Wilson Reis,1114,Southpaw,4/15/2017,Dan Miragliotta,r25,162.56,160.02,165.1,167.64,125,125
FT4107,Blue,FALSE,Lightweight,3,Bobby Green,1022,Orthodox,Rashid Magomedov,1181,Orthodox,4/15/2017,Mario Yamasaki,r7,175.26,177.8,177.8,180.34,155,155
FT4103,Blue,FALSE,Middleweight,3,Jacare Souza,1074,Orthodox,Robert Whittaker,1000,Orthodox,4/15/2017,Mario Yamasaki,r7,182.88,185.42,185.42,182.88,185,185
FT4111,Red ,FALSE,Middleweight,3,Anthony Smith,1087,Orthodox,Andrew Sanchez,1536,Orthodox,4/15/2017,Keith Peterson,r48,185.42,193.04,187.96,193.04,185,205
FT4112,Red ,FALSE,Welterweight,3,Zak Cummings,1104,Southpaw,Nathan Coy,1481,Southpaw,4/15/2017,Mike England,r152,177.8,182.88,175.26,190.5,170,185
FT4108,Blue,FALSE,Flyweight,3,Louis Smolka,1173,Orthodox,Tim Elliott,939,Southpaw,4/15/2017,Mike England,r152,170.18,175.26,167.64,172.72,135,135
FT4109,Red ,FALSE,Bantamweight,3,Aljamain Sterling,1191,Orthodox,Augusto Mendes,1507,Orthodox,4/15/2017,Mario Yamasaki,r7,167.64,170.18,165.1,180.34,135,135
FT4106,Blue,FALSE,Bantamweight,3,Patrick Williams,1231,Orthodox,Tom Duquesnoy,1634,Orthodox,4/15/2017,Keith Peterson,r48,170.18,172.72,172.72,185.42,135,135
FT4113,Blue,FALSE,Women's Bantamweight,3,Ashlee Evans-Smith,1363,Orthodox,Ketlen Vieira,1580,Orthodox,4/15/2017,Keith Peterson,r48,172.72,172.72,172.72,170.18,135,125
FT4102,Red ,FALSE,Women's Strawweight,3,Rose Namajunas,1372,Orthodox,Michelle Waterson,1442,Orthodox,4/15/2017,Keith Peterson,r48,160.02,165.1,157.48,165.1,115,115
FT4110,Red ,FALSE,Light Heavyweight,3,Devin Clark,1544,Orthodox,Jake Collier,1386,Orthodox,4/15/2017,Dan Miragliotta,r25,190.5,182.88,198.12,190.5,205,205
FT4105,Red ,FALSE,Heavyweight,3,Alexander Volkov,1590,Orthodox,Roy Nelson,682,Orthodox,4/15/2017,Dan Miragliotta,r25,182.88,200.66,182.88,203.2,263,250
FT4118,Blue,FALSE,Lightweight,3,Joe Lauzon,425,Orthodox,Stevie Ray,1415,Southpaw,4/22/2017,Dan Miragliotta,r25,177.8,177.8,177.8,180.34,155,155
FT4120,Red ,FALSE,Middleweight,3,Thales Leites,443,Orthodox,Sam Alvey,1303,Southpaw,4/22/2017,John McCarthy,r2,187.96,185.42,190.5,198.12,205,185
FT4119,Blue,FALSE,Welterweight,3,Jake Ellenberger,666,Orthodox,Mike Perry,1557,Orthodox,4/22/2017,Josh Ward,r134,177.8,175.26,180.34,180.34,170,170
FT4114,Red ,FALSE,Featherweight,5,Cub Swanson,876,Orthodox,Artem Lobov,1482,Southpaw,4/22/2017,Herb Dean,r18,175.26,172.72,165.1,177.8,145,145
FT4117,Red ,FALSE,Bantamweight,3,John Dodson,890,Orthodox,Eddie Wineland,806,Orthodox,4/22/2017,Herb Dean,r18,170.18,160.02,175.26,167.64,135,135
FT4115,Red ,FALSE,Lightweight,3,Al Iaquinta,951,Orthodox,Diego Sanchez,315,Southpaw,4/22/2017,John McCarthy,r2,177.8,177.8,182.88,177.8,170,155
FT4116,Red ,FALSE,Light Heavyweight,3,Ovince Saint Preux,1071,Southpaw,Marcos Rogerio de Lima,1239,Orthodox,4/22/2017,Dan Miragliotta,r25,185.42,190.5,190.5,203.2,253,205
FT4124,Red ,FALSE,Women's Bantamweight,3,Alexis Davis,1088,Orthodox,Cindy Dandois,1635,Orthodox,4/22/2017,Herb Dean,r18,170.18,167.64,172.72,172.72,135,125
FT4121,Blue,FALSE,Flyweight,3,Dustin Ortiz,1132,Orthodox,Brandon Moreno,1578,Orthodox,4/22/2017,Dan Miragliotta,r25,170.18,165.1,177.8,165.1,125,125
FT4123,Blue,FALSE,Women's Strawweight,3,Jessica Penne,1365,NULL,Danielle Taylor,1554,Orthodox,4/22/2017,John McCarthy,r2,152.4,165.1,152.4,170.18,115,115
FT4125,Red ,FALSE,Welterweight,3,Bryan Barberena,1383,Southpaw,Joe Proctor,950,Orthodox,4/22/2017,Dan Miragliotta,r25,177.8,182.88,182.88,182.88,155,170
FT4122,Red ,FALSE,Lightweight,3,Scott Holtzman,1459,Orthodox,Michael McBride,1571,Orthodox,4/22/2017,Herb Dean,r18,185.42,175.26,190.5,175.26,155,155
FT4126,Red ,FALSE,Flyweight,3,Hector Sandoval,1551,Orthodox,Matt Schnell,1598,Orthodox,4/22/2017,Josh Ward,r134,172.72,157.48,177.8,162.56,135,125
FT4130,Red ,FALSE,Featherweight,3,Frankie Edgar,461,Orthodox,Yair Rodriguez,1347,NULL,5/13/2017,Chris Reed,r151,180.34,167.64,180.34,172.72,145,145
FT4129,Red ,FALSE,Welterweight,3,Demian Maia,515,Southpaw,Jorge Masvidal,1065,Orthodox,5/13/2017,Kerry Hatley,r24,180.34,185.42,187.96,182.88,170,170
FT4127,Red ,TRUE ,Heavyweight,5,Stipe Miocic,864,Orthodox,Junior Dos Santos,592,Orthodox,5/13/2017,Herb Dean,r18,193.04,193.04,195.58,203.2,238,240
FT4135,Red ,FALSE,Lightweight,3,James Vick,1103,Orthodox,Polo Reyes,1478,NULL,5/13/2017,Don Turnage,r54,180.34,190.5,180.34,193.04,155,155
FT4131,Blue,FALSE,Middleweight,3,Krzysztof Jotko,1154,Southpaw,David Branch,731,Orthodox,5/13/2017,Don Turnage,r54,185.42,185.42,198.12,195.58,185,185
FT4133,Blue,FALSE,Featherweight,3,Chas Skelly,1228,Orthodox,Jason Knight,1486,Orthodox,5/13/2017,Jacob Montalvo,r79,177.8,180.34,180.34,182.88,145,145
FT4128,Red ,TRUE ,Women's Strawweight,5,Joanna Jedrzejczyk,1299,Orthodox,Jessica Andrade,1095,Orthodox,5/13/2017,Jacob Montalvo,r79,154.94,167.64,157.48,165.1,115,125
FT4132,Draw,FALSE,Lightweight,3,Eddie Alvarez,1329,Orthodox,Dustin Poirier,775,Southpaw,5/13/2017,Herb Dean,r18,175.26,175.26,182.88,175.26,155,155
FT4137,Blue,FALSE,Featherweight,3,Gabriel Benitez,1349,Southpaw,Enrique Barzola,1476,NULL,5/13/2017,Kerry Hatley,r24,170.18,172.72,177.8,180.34,145,145
FT4136,Blue,FALSE,Women's Strawweight,3,Jessica Aguilar,1455,Orthodox,Cortney Casey,1445,Orthodox,5/13/2017,Kerry Hatley,r24,170.18,160.02,170.18,160.02,115,115
FT4134,Red ,FALSE,Heavyweight,3,Chase Sherman,1552,Orthodox,Rashad Coulter,1636,Orthodox,5/13/2017,Jacob Montalvo,r79,180.34,193.04,193.04,198.12,205,250
FT4138,Blue,FALSE,Light Heavyweight,3,Joachim Christensen,1579,Orthodox,Gadzhimurad Antigulov,1588,Orthodox,5/13/2017,Don Turnage,r54,180.34,190.5,177.8,193.04,205,205
FT4141,Red ,FALSE,Welterweight,3,Peter Sobotta,648,Southpaw,Ben Saunders,522,Orthodox,5/28/2017,Neil Hall,r94,187.96,182.88,195.58,190.5,170,170
FT4139,Red ,FALSE,Light Heavyweight,5,Alexander Gustafsson,677,Orthodox,Glover Teixeira,944,Orthodox,5/28/2017,Marc Goddard,r37,187.96,195.58,193.04,200.66,205,205
FT4147,Blue,FALSE,Lightweight,3,Reza Madadi,929,Orthodox,Joaquim Silva,1462,NULL,5/28/2017,Marc Goddard,r37,172.72,180.34,175.26,182.88,155,155
FT4146,Red ,FALSE,Middleweight,3,Trevor Smith,1096,Orthodox,Chris Camozzi,722,Orthodox,5/28/2017,Kevin Sataki,r124,187.96,190.5,193.04,190.5,185,185
FT4148,Blue,FALSE,Welterweight,3,Nico Musoke,1126,Orthodox,Bojan Velickovic,1522,Southpaw,5/28/2017,Kevin Sataki,r124,182.88,182.88,193.04,190.5,170,170
